REG AB,CLAVE CSF,TROQUEL AB,PRINCIPIO ACTIVO,NOMBRE COMERCIAL,POTENCIA,CONTENIDO,FORMA FARMACEUTICA,LABORATORIO,MONTO-FIJO A APLICAR
31516,4029833,4029833,ENALAPRIL,ENATRAL,10 MG,30,COMPRIMIDOS,LEPETIT,18.20
47866,4092834,4029834,ENALAPRIL,ENATRAL,10 MG,60,COMPRIMIDOS,LEPETIT,30.10
35622,4029913,4029913,ENALAPRIL,ENATRAL,20 MG,30,COMPRIMIDOS,LEPETIT,21.00
47902,4029914,4029914,ENALAPRIL,ENATRAL,20 MG,60,COMPRIMIDOS,LEPETIT,32.90
35621,4029753,4029753,ENALAPRIL,ENATRAL,5 MG,30,COMPRIMIDOS,LEPETIT,15.04
47901,4029754,4029754,ENALAPRIL,ENATRAL,5 MG,60,COMPRIMIDOS,LEPETIT,25.90
12342,9912342,4933621,ENALAPRIL,ERITRIL,10 MG,20,COMPRIMIDOS,NORTHIA,17.82
12343,9912343,4933622,ENALAPRIL,ERITRIL,10 MG,50,COMPRIMIDOS,NORTHIA,49.90
41497,4693971,4693975,ENALAPRIL,FABOTENSIL (ENALAPRIL FABOP),10 MG,30,COMPRIMIDOS,SAVANT RETAIL,18.20
46222,46939722,4693972,ENALAPRIL,FABOTENSIL (ENALAPRIL FABOP),10 MG,60,COMPRIMIDOS,SAVANT RETAIL,30.10
32490,46938912,4693891,ENALAPRIL,FABOTENSIL (ENALAPRIL FABOP),5 MG,20,COMPRIMIDOS,SAVANT RETAIL,6.30
46259,4693894,4693894,ENALAPRIL,FABOTENSIL (ENALAPRIL FABOP),5 MG,30,COMPRIMIDOS,SAVANT RETAIL,23.56
32491,4693892,4693892,ENALAPRIL,FABOTENSIL (ENALAPRIL FABOP),5 MG,50,COMPRIMIDOS,SAVANT RETAIL,18.46
46260,4693895,4693895,ENALAPRIL,FABOTENSIL (ENALAPRIL FABOP),5 MG,60,COMPRIMIDOS,SAVANT RETAIL,25.90
29336,4608321,4608321,ENALAPRIL,FADA ENALAPRIL,10 MG,20,COMPRIMIDOS,FADA PHARMA,7.99
37775,4608322,4608322,ENALAPRIL,FADA ENALAPRIL,10 MG,50,COMPRIMIDOS,FADA PHARMA,18.56
10548,3124391,3124391,ENALAPRIL,GADOPRIL,10 MG,20,COMPRIMIDOS,GADOR,17.82
34647,3124396,3124396,ENALAPRIL,GADOPRIL,10 MG,30,COMPRIMIDOS,GADOR,36.32
10549,3124392,3124392,ENALAPRIL,GADOPRIL,10 MG,50,COMPRIMIDOS,GADOR,49.90
34648,3124397,3124397,ENALAPRIL,GADOPRIL,10 MG,60,COMPRIMIDOS,GADOR,76.28
10550,3124471,3124471,ENALAPRIL,GADOPRIL,20 MG,20,COMPRIMIDOS,GADOR,17.29
34649,3124476,3124476,ENALAPRIL,GADOPRIL,20 MG,30,COMPRIMIDOS,GADOR,21.00
10551,3124472,3124472,ENALAPRIL,GADOPRIL,20 MG,50,COMPRIMIDOS,GADOR,58.53
34650,3124477,3124477,ENALAPRIL,GADOPRIL,20 MG,60,COMPRIMIDOS,GADOR,32.90
31288,3927202,3927202,ENALAPRIL,GADOPRIL,5 MG,20,COMPRIMIDOS,GADOR,9.83
34645,3927203,3927203,ENALAPRIL,GADOPRIL,5 MG,30,COMPRIMIDOS,GADOR,15.04
21915,3927204,3927204,ENALAPRIL,GADOPRIL,5 MG,50,COMPRIMIDOS,GADOR,31.86
34646,3927205,3927205,ENALAPRIL,GADOPRIL,5 MG,60,COMPRIMIDOS,GADOR,52.67
31331,3028783,3028783,ENALAPRIL,GLIOTEN,10 MG,20,COMPRIMIDOS,BAGO,17.82
3457,3028781,3028781,ENALAPRIL,GLIOTEN,10 MG,30,COMPRIMIDOS,BAGO,36.32
3462,3028782,3028782,ENALAPRIL,GLIOTEN,10 MG,60,COMPRIMIDOS,BAGO,76.28
31330,3028863,3028863,ENALAPRIL,GLIOTEN,20 MG,20,COMPRIMIDOS,BAGO,17.29
3463,3028861,3028861,ENALAPRIL,GLIOTEN,20 MG,30,COMPRIMIDOS,BAGO,43.13
3464,3028862,3028862,ENALAPRIL,GLIOTEN,20 MG,60,COMPRIMIDOS,BAGO,98.12
31329,3396733,3396733,ENALAPRIL,GLIOTEN,5 MG,20,COMPRIMIDOS,BAGO,9.83
11087,3396731,3396731,ENALAPRIL,GLIOTEN,5 MG,30,COMPRIMIDOS,BAGO,23.56
11088,3396732,3396732,ENALAPRIL,GLIOTEN,5 MG,60,COMPRIMIDOS,BAGO,52.67
10626,3230561,3230561,ENALAPRIL,KINFIL,10 MG,30,COMPRIMIDOS,NOVA ARGENTIA,36.32
10627,3230562,3230562,ENALAPRIL,KINFIL,10 MG,60,COMPRIMIDOS,NOVA ARGENTIA,76.28
10628,3230641,3230641,ENALAPRIL,KINFIL,20 MG,30,COMPRIMIDOS,NOVA ARGENTIA,43.13
10629,3230642,3230642,ENALAPRIL,KINFIL,20 MG,60,COMPRIMIDOS,NOVA ARGENTIA,98.12
10624,3230481,3230481,ENALAPRIL,KINFIL,5 MG,30,COMPRIMIDOS,NOVA ARGENTIA,23.56
10625,3230482,3230482,ENALAPRIL,KINFIL,5 MG,60,COMPRIMIDOS,NOVA ARGENTIA,52.67
34959,2844722,2844722,ENALAPRIL,LOTRIAL,10 MG,30,COMPRIMIDOS,ROEMMERS,36.32
7801,2844723,2844723,ENALAPRIL,LOTRIAL,10 MG,50,COMPRIMIDOS,ROEMMERS,49.90
34960,2844724,2844724,ENALAPRIL,LOTRIAL,10 MG,60,COMPRIMIDOS,ROEMMERS,76.28
34961,2844802,2844802,ENALAPRIL,LOTRIAL,20 MG,30,COMPRIMIDOS,ROEMMERS,43.13
7803,2844803,2844803,ENALAPRIL,LOTRIAL,20 MG,50,COMPRIMIDOS,ROEMMERS,58.53
34962,2844804,2844804,ENALAPRIL,LOTRIAL,20 MG,60,COMPRIMIDOS,ROEMMERS,98.12
34957,2844642,2844642,ENALAPRIL,LOTRIAL,5 MG,30,COMPRIMIDOS,ROEMMERS,15.04
7799,2844643,2844643,ENALAPRIL,LOTRIAL,5 MG,50,COMPRIMIDOS,ROEMMERS,31.86
34958,2844644,2844644,ENALAPRIL,LOTRIAL,5 MG,60,COMPRIMIDOS,ROEMMERS,25.90
35477,3382113,3382113,ENALAPRIL,MAXEN (ATENSIOL),10 MG,30,COMPRIMIDOS,BALIARDA,18.20
35474,3382116,3382116,ENALAPRIL,MAXEN (ATENSIOL),10 MG,60,COMPRIMIDOS,BALIARDA,30.10
35478,3382293,3382293,ENALAPRIL,MAXEN (ATENSIOL),20 MG,30,COMPRIMIDOS,BALIARDA,21.00
35475,3382296,3382296,ENALAPRIL,MAXEN (ATENSIOL),20 MG,60,COMPRIMIDOS,BALIARDA,32.90
35476,3382033,3382033,ENALAPRIL,MAXEN (ATENSIOL),5 MG,30,COMPRIMIDOS,BALIARDA,15.04
35473,3382036,3382036,ENALAPRIL,MAXEN (ATENSIOL),5 MG,60,COMPRIMIDOS,BALIARDA,25.90
31257,3718573,3718573,ENALAPRIL,NALAPRIL,10 MG,30,COMPRIMIDOS,KLONAL,18.20
20425,4309761,4309761,ENALAPRIL,PRESI-REGUL,10 MG,20,COMPRIMIDOS,FABRA,17.82
45520,4309763,4309763,ENALAPRIL,PRESI-REGUL,10 MG,30,COMPRIMIDOS,FABRA,36.32
20424,4309764,4309764,ENALAPRIL,PRESI-REGUL,10 MG,50,COMPRIMIDOS,FABRA,49.90
45521,4309766,4309766,ENALAPRIL,PRESI-REGUL,10 MG,60,COMPRIMIDOS,FABRA,76.28
20426,4309842,4309842,ENALAPRIL,PRESI-REGUL,20 MG,20,COMPRIMIDOS,FABRA,17.29
45522,4309843,4309843,ENALAPRIL,PRESI-REGUL,20 MG,30,COMPRIMIDOS,FABRA,21.00
20427,4309845,4309845,ENALAPRIL,PRESI-REGUL,20 MG,50,COMPRIMIDOS,FABRA,39.59
45523,4309846,4309846,ENALAPRIL,PRESI-REGUL,20 MG,60,COMPRIMIDOS,FABRA,32.90
16574,3886961,3886961,ENALAPRIL,PRILTENK (ENALAPRIL BIOTENK),10 MG,30,COMPRIMIDOS,BIOTENK,18.20
32035,3886964,3886964,ENALAPRIL,PRILTENK (ENALAPRIL BIOTENK),10 MG,50,COMPRIMIDOS,BIOTENK,49.90
19962,3886962,3886962,ENALAPRIL,PRILTENK (ENALAPRIL BIOTENK),10 MG,60,COMPRIMIDOS,BIOTENK,30.10
22353,3887031,3887031,ENALAPRIL,PRILTENK (ENALAPRIL BIOTENK),20 MG,30,COMPRIMIDOS,BIOTENK,21.00
5401,2922931,2922931,ENALAPRIL,RENITEC,10 MG,30,COMPRIMIDOS,MERCK SHARP,36.32
5402,2922932,2922932,ENALAPRIL,RENITEC,10 MG,60,COMPRIMIDOS,MERCK SHARP,76.28
5403,29230011,2923001,ENALAPRIL,RENITEC,20 MG,30,COMPRIMIDOS,MERCK SHARP,43.13
5404,29230021,2923002,ENALAPRIL,RENITEC,20 MG,60,COMPRIMIDOS,MERCK SHARP,98.12
8756,3061272,3061272,ENALAPRIL,RENITEC,5 MG,60,COMPRIMIDOS,MERCK SHARP,52.67
40628,3502313,3502313,ENALAPRIL,SULOCTEN,10 MG,30,COMPRIMIDOS,MICROSULES ARG.,36.32
40629,3502315,3502315,ENALAPRIL,SULOCTEN,10 MG,60,COMPRIMIDOS,MICROSULES ARG.,76.28
40412,3502493,3502493,ENALAPRIL,SULOCTEN,20 MG,30,COMPRIMIDOS,MICROSULES ARG.,43.13
40416,3502495,3502495,ENALAPRIL,SULOCTEN,20 MG,60,COMPRIMIDOS,MICROSULES ARG.,98.12
40626,3502233,3502233,ENALAPRIL,SULOCTEN,5 MG,30,COMPRIMIDOS,MICROSULES ARG.,23.56
40627,3502235,3502235,ENALAPRIL,SULOCTEN,5 MG,60,COMPRIMIDOS,MICROSULES ARG.,25.90
24635,3649771,3649771,ENALAPRIL,TENCAS,10 MG,30,COMPRIMIDOS,CASASCO,18.20
34252,3649774,3649774,ENALAPRIL,TENCAS,10 MG,50,COMPRIMIDOS,CASASCO,49.90
48353,3649772,3649772,ENALAPRIL,TENCAS,10 MG,60,COMPRIMIDOS,CASASCO,76.28
34253,3649853,3649853,ENALAPRIL,TENCAS,20 MG,20,COMPRIMIDOS,CASASCO,11.62
24636,3649851,3649851,ENALAPRIL,TENCAS,20 MG,30,COMPRIMIDOS,CASASCO,43.13
34254,3649854,3649854,ENALAPRIL,TENCAS,20 MG,50,COMPRIMIDOS,CASASCO,58.53
33477,5220741,5220741,ENALAPRIL,TENCAS,5 MG,30,COMPRIMIDOS,CASASCO,23.56
34250,5220744,5220744,ENALAPRIL,TENCAS,5 MG,50,COMPRIMIDOS,CASASCO,31.86
48352,5220742,5220742,ENALAPRIL,TENCAS,5 MG,60,COMPRIMIDOS,CASASCO,25.90
8873,3004181,3004181,ENALAPRIL,VAPRESAN,10 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,36.32
8874,3004182,3004182,ENALAPRIL,VAPRESAN,10 MG,60,COMPRIMIDOS,TEMIS-LOSTALO,76.28
8875,3004261,3004261,ENALAPRIL,VAPRESAN,20 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,43.13
8876,3004262,3004262,ENALAPRIL,VAPRESAN,20 MG,60,COMPRIMIDOS,TEMIS-LOSTALO,98.12
13308,3690501,3690501,ENALAPRIL,VAPRESAN,5 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,23.56
13309,3690502,3690502,ENALAPRIL,VAPRESAN,5 MG,60,COMPRIMIDOS,TEMIS-LOSTALO,52.67
38000,5365261,5365261,ENALAPRIL,VASOPRIL,10 MG,30,COMPRIMIDOS,INDECO,18.20
38001,5365391,5365391,ENALAPRIL,VASOPRIL,20 MG,30,COMPRIMIDOS,INDECO,21.00
37999,5365131,5365131,ENALAPRIL,VASOPRIL,5 MG,30,COMPRIMIDOS,INDECO,15.04
23684,4518991,4518991,ENTACAPONE,COMTAN,200 MG,30,COMPRIMIDOS,NOVARTIS,191.58
23686,4518992,4518992,ENTACAPONE,COMTAN,200 MG,60,COMPRIMIDOS,NOVARTIS,366.65
1304,2030002,2030002,ESPIRONOLACTONA,ALDACTONE A,100 MG,30,COMPRIMIDOS,PFIZER,60.00
32969,1067174,1067174,ESPIRONOLACTONA,ALDACTONE A,25 MG,20,COMPRIMIDOS,PFIZER,87.52
18719,1067173,1067173,ESPIRONOLACTONA,ALDACTONE A,25 MG,30,COMPRIMIDOS,PFIZER,55.67
35833,5307131,5307131,ESPIRONOLACTONA,ALDACTONE A,50 MG,30,COMPRIMIDOS,PFIZER,71.82
36970,5349264,5349264,ESPIRONOLACTONA,DRIMUX A,100 MG,30,COMPRIMIDOS,GADOR,27.58
36968,5349004,5349004,ESPIRONOLACTONA,DRIMUX A,25 MG,30,COMPRIMIDOS,GADOR,27.16
36969,5349134,5349134,ESPIRONOLACTONA,DRIMUX A,50 MG,30,COMPRIMIDOS,GADOR,31.94
38759,5490551,549055,ESPIRONOLACTONA,ESPIMAX,100 MG,30,COMPRIMIDOS,KLONAL,60.00
38751,5490421,549042,ESPIRONOLACTONA,ESPIMAX,25 MG,30,COMPRIMIDOS,KLONAL,55.67
29881,4996961,4996961,ESPIRONOLACTONA,ESPIRONOLACTONA DENVER FARMA,100 MG,30,COMPRIMIDOS,DENVER FARMA,60.00
36476,4996801,4996801,ESPIRONOLACTONA,ESPIRONOLACTONA DENVER FARMA,25 MG,30,COMPRIMIDOS,DENVER FARMA,55.67
33340,5168343,5168343,ESPIRONOLACTONA,ESPIRONOLACTONA NORTHIA,25 MG,30,COMPRIMIDOS,NORTHIA,27.16
40386,0473687,473687,ESPIRONOLACTONA,ESPIRONOLACTONA VANNIER,100 MG,30,COMPRIMIDOS,VANNIER,60.00
40385,0473679,473679,ESPIRONOLACTONA,ESPIRONOLACTONA VANNIER,25 MG,30,COMPRIMIDOS,VANNIER,27.16
35019,2827073,2827073,ESPIRONOLACTONA,EXPAL,100 MG,30,COMPRIMIDOS,BAGO,27.58
35017,5277702,5277702,ESPIRONOLACTONA,EXPAL,25 MG,30,COMPRIMIDOS,BAGO,27.16
44415,5788972,5788972,ESPIRONOLACTONA,FADA ESPIRONOLACTONA,100 MG,30,COMPRIMIDOS,FADA PHARMA,27.58
44416,5788842,5788842,ESPIRONOLACTONA,FADA ESPIRONOLACTONA,25 MG,30,COMPRIMIDOS,FADA PHARMA,27.16
31634,5069271,5069271,ESPIRONOLACTONA,LANX,100 MG,30,COMPRIMIDOS,ELEA,60.00
31633,5069111,5069111,ESPIRONOLACTONA,LANX,25 MG,30,COMPRIMIDOS,ELEA,55.67
38148,5415422,5415422,ESPIRONOLACTONA,MODULACTONE,25 MG,30,COMPRIMIDOS,LAFEDAR,55.67
31506,5068881,5068881,ESPIRONOLACTONA,NORMITAL,100 MG,30,COMPRIMIDOS,PHOENIX,27.58
31505,5068721,5068721,ESPIRONOLACTONA,NORMITAL,25 MG,30,COMPRIMIDOS,PHOENIX,27.16
37126,5156903,5156903,ESPIRONOLACTONA,REDIUM E,100 MG,30,COMPRIMIDOS,BALIARDA,27.58
37124,5156713,5156713,ESPIRONOLACTONA,REDIUM E,25 MG,30,COMPRIMIDOS,BALIARDA,27.16
37125,5156853,5156853,ESPIRONOLACTONA,REDIUM E,50 MG,30,COMPRIMIDOS,BALIARDA,31.94
16136,3429231,3429231,ESTRADIOL+CIPROTERONA,CLIMENE,,21,GRAGEAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
14785,3299631,3299631,ESTRADIOL+NORETISTERONA,MESIGYNA,,1,AMPOLLA,BAYER (PH),100 % PRECIO VENTA PUBLICO
6056,2659930,2659930,ETAMBUTOL,ETAMBUTOL NORTHIA,400 MG,20,COMPRIMIDOS,NORTHIA,100 % PRECIO VENTA PUBLICO
20256,4284421,4284421,ETAMBUTOL,ETAMBUTOL RICHET,400 MG,50,COMPRIMIDOS,RICHET,100 % PRECIO VENTA PUBLICO
19075,4176277,4176277,ETAMBUTOL,ETAMBUTOL RICHMOND,400 MG,100,COMPRIMIDOS,RICHMOND,100 % PRECIO VENTA PUBLICO
18735,4174111,4174111,ETINILESTRADIOL+GESTODENO,FEMIANE,,21,GRAGEAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
14572,3681431,3681431,ETINILESTRADIOL+GESTODENO,GINELEA,,21,COMPRIMIDOS,ELEA,100 % PRECIO VENTA PUBLICO
17991,4120491,4120491,ETINILESTRADIOL+GESTODENO,GINELEA MD,,21,COMPRIMIDOS,ELEA,100 % PRECIO VENTA PUBLICO
16628,3967641,3967641,ETINILESTRADIOL+GESTODENO,GINELEA T,,21,COMPRIMIDOS,ELEA,100 % PRECIO VENTA PUBLICO
7526,3072401,3072401,ETINILESTRADIOL+GESTODENO,GYNOVIN,,21,GRAGEAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
18845,4217851,4217851,ETINILESTRADIOL+GESTODENO,HARMONET,,21,GRAGEAS,PFIZER,100 % PRECIO VENTA PUBLICO
26829,4712351,4712351,ETINILESTRADIOL+GESTODENO,MINESSE,,28,COMPRIMIDOS,PFIZER,100 % PRECIO VENTA PUBLICO
8014,3091211,3091211,ETINILESTRADIOL+GESTODENO,MINULET,,21,GRAGEAS,WYETH,100 % PRECIO VENTA PUBLICO
26709,4763261,4763261,ETINILESTRADIOL+GESTODENO,MIRELLE,,28,COMPRIMIDOS,BAYER (PH),100 % PRECIO VENTA PUBLICO
26278,4744291,4744291,ETINILESTRADIOL+GESTODENO,SECRET 28,,28,COMPRIMIDOS,ELEA,100 % PRECIO VENTA PUBLICO
13924,3833651,3833651,ETINILESTRADIOL+NORGESTIMATO,CILEST,,21,COMPRIMIDOS,JANSSEN-CILAG,100 % PRECIO VENTA PUBLICO
13581,3739281,3739281,ETINILESTRADIOL+NORGESTIMATO,TRIDETTE,,21,COMPRIMIDOS,GADOR,100 % PRECIO VENTA PUBLICO
8266,0987821,987821,ETINILESTRADIOL+NORGESTREL,DUOLUTON,,20,GRAGEAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
6356,0786771,786771,ETOSUXIMIDA,ZARONTIN,250 MG,25,CAPSULAS,ELEA,96.65
6357,0781981,781981,ETOSUXIMIDA,ZARONTIN,,120,JARABE/TONICO,ELEA,96.65
33751,5174033,5174033,EZETIMIBE,ACOTRAL,10 MG,30,COMPRIMIDOS,PHOENIX,70.12
36204,5323713,5323713,EZETIMIBE,ALIN,10 MG,30,COMPRIMIDOS,LAZAR,97.45
36512,5355713,5355713,EZETIMIBE,ALIPAS,10 MG,30,COMPRIMIDOS,BERNABO,97.45
36553,5365422,5365422,EZETIMIBE,CERCLEROL,10 MG,30,COMPRIMIDOS,BETA,70.12
35113,5261216,5261216,EZETIMIBE,CORACIL,10 MG,30,COMPRIMIDOS,GADOR,70.12
35857,5126193,5126193,EZETIMIBE,EZETROL,10 MG,30,COMPRIMIDOS,MERCK SHARP,97.45
33955,5164162,5164162,EZETIMIBE,IXACOR,10 MG,30,COMPRIMIDOS,ROEMMERS,97.45
37838,5303712,5303712,EZETIMIBE,NALECOL,10 MG,30,COMPRIMIDOS,CASASCO,70.12
39031,5490135,5490135,EZETIMIBE,SINTEROL,10 MG,30,COMPRIMIDOS,KLONAL,97.45
33900,5234322,5234322,EZETIMIBE,TRILIP,10 MG,30,COMPRIMIDOS,ELEA,70.12
35799,5331002,5331002,EZETIMIBE,VADEL,10 MG,30,COMPRIMIDOS,IVAX ARG.,70.12
30092,0788332,788332,FENITOINA - DIFENILHIDANTOINATO DE CALCIO,EPAMIN,100 MG,30,CAPSULAS,ELEA,89.37
49509,0788334,788334,FENITOINA - DIFENILHIDANTOINATO DE CALCIO,EPAMIN,100 MG,60,CAPSULAS,ELEA,155.27
49487,0788335,788335,FENITOINA - DIFENILHIDANTOINATO DE CALCIO,EPAMIN,100 MG,90,CAPSULAS,ELEA,336.65
6316,1584451,1584451,FENITOINA - DIFENILHIDANTOINATO DE CALCIO,EPAMIN,25 MG,120,LIQUIDO,ELEA,31.94
10711,3343763,3343763,FENITOINA - DIFENILHIDANTOINATO DE CALCIO,FENIGRAMON,100 MG,60,CAPSULAS,GRAMON-MILLET,89.85
20058,4061092,4061092,FENITOINA - DIFENILHIDANTOINATO DE CALCIO,FENITENK,100 MG,50,COMPRIMIDOS,BIOTENK,32.90
21697,4061172,4061172,FENITOINA - DIFENILHIDANTOINATO DE CALCIO,FENITENK,100 MG,120,SUSPENSION,BIOTENK,30.13
50859,4468323,4468323,FENITOINA - DIFENILHIDANTOINATO DE CALCIO,FENITOINA DENVER FARMA,100 MG,30,CAPSULAS,DENVER FARMA,67.15
30221,4468322,4468322,FENITOINA - DIFENILHIDANTOINATO DE CALCIO,FENITOINA DENVER FARMA,100 MG,50,CAPSULAS,DENVER FARMA,100.16
4201,1040503,1040503,FENITOINA - DIFENILHIDANTOINATO DE CALCIO,LOTOQUIS SIMPLE,,100,COMPRIMIDOS,BETA,324.78
8573,0176171,176171,FENOBARBITAL,ALEPSAL,100 MG,20,COMPRIMIDOS,SPEDROG CAILLON,28.96
12624,0176172,5539422,FENOBARBITAL,ALEPSAL,100 MG,60,COMPRIMIDOS,SPEDROG CAILLON,54.17
28514,3622601,3622601,FENOBARBITAL,FENOBARBITAL CEVALLOS (EX LANDO),100 MG,50,COMPRIMIDOS,CEVALLOS,32.89
48441,6188551,6188551,FENOBARBITAL,FENROS,100 MG,20,COMPRIMIDOS,ROSPAW,31.48
48442,6188552,6188552,FENOBARBITAL,FENROS,100 MG,60,COMPRIMIDOS,ROSPAW,54.17
48440,6188421,6188421,FENOBARBITAL,FENROS,15 MG,30,COMPRIMIDOS,ROSPAW,33.01
2709,4120652,4120652,FENOBARBITAL,GARDENAL ROHNE-POULENC RORER (EX LUMINAL BAYER),100 MG,60,COMPRIMIDOS,SANOFI-AVENTIS,54.17
17477,0145062,145062,FENOBARBITAL,LUMINAL BAYER (EX GARDENAL BAYER),100 MG,60,COMPRIMIDOS,BAYER (PH),78.81
1211,0115441,115441,FENOBARBITAL,LUMINALETAS,15 MG,30,COMPRIMIDOS,BAYER (PH),38.89
7701,2752071,2752071,FLECAINIDA,DIONDEL,,20,COMPRIMIDOS,ROEMMERS,43.22
7702,2752073,2752073,FLECAINIDA,DIONDEL,,50,COMPRIMIDOS,ROEMMERS,100.34
12997,3648941,3648941,FLUTICASONA,FLIXONASE ACUOSO NASAL,,120,VS. APLIC/DES BUCAL/INHALANTE/INHALADOR/LAP.LABIAL,GLAXOSMITHKLINE,108.07
18764,4062081,4062081,FLUTICASONA,FLIXOTIDE DISKUS HFA,250 MG,60,AEROSOL/SPRAY,GLAXOSMITHKLINE,114.24
19691,3833311,3833311,FLUTICASONA,FLIXOTIDE HFA,125 MCG,60,AEROSOL/SPRAY,GLAXOSMITHKLINE,102.24
19692,3833313,3833313,FLUTICASONA,FLIXOTIDE HFA,125 MCG,120,AEROSOL/SPRAY,GLAXOSMITHKLINE,157.72
14962,3833491,3833491,FLUTICASONA,FLIXOTIDE HFA,250 MCG,60,AEROSOL/SPRAY,GLAXOSMITHKLINE,114.24
19693,3833493,3833493,FLUTICASONA,FLIXOTIDE HFA,250 MCG,120,AEROSOL/SPRAY,GLAXOSMITHKLINE,165.78
46726,5972424,5972424,FLUTICASONA,FLUTICORT HFA,125 MCG,120,AEROSOL/SPRAY,CASSARA,116.54
46727,5972554,5972554,FLUTICASONA,FLUTICORT HFA,250 MCG,120,AEROSOL/SPRAY,CASSARA,132.16
41718,5724131,5724131,FLUTICASONA,LIRTODAC,125 MCG,60,AEROSOL/SPRAY,PHARMADORF,74.15
41717,5724132,5724132,FLUTICASONA,LIRTODAC,125 MCG,120,AEROSOL/SPRAY,PHARMADORF,116.54
41719,5724261,5724261,FLUTICASONA,LIRTODAC,250 MCG,60,AEROSOL/SPRAY,PHARMADORF,92.67
41720,5724262,5724262,FLUTICASONA,LIRTODAC,250 MCG,120,AEROSOL/SPRAY,PHARMADORF,132.16
38389,5369421,5369421,FLUTICASONA,RINISONA BRONQUIAL,125 MCG,120,AEROSOL/SPRAY,PHOENIX,116.54
38390,5391421,5391421,FLUTICASONA,RINISONA BRONQUIAL,250 MCG,120,AEROSOL/SPRAY,PHOENIX,132.16
38388,5369391,5369391,FLUTICASONA,RINISONA BRONQUIAL,50 MCG,120,AEROSOL/SPRAY,PHOENIX,112.18
49283,5962841,5962841,FLUTICASONA+SALMETEROL,ASMABRON,125/25M,120,AEROSOL/SPRAY,DENVER FARMA,131.71
49284,5962971,5962971,FLUTICASONA+SALMETEROL,ASMABRON,250/25M,120,AEROSOL/SPRAY,DENVER FARMA,156.57
48681,6090135,6090135,FLUTICASONA+SALMETEROL,FLUTIVENT + AEROMED HFA,25/125M,150,AEROSOL/SPRAY,CASSARA,150.14
48169,6041974,6041974,FLUTICASONA+SALMETEROL,FLUTIVENT HFA,25/125M,120,AEROSOL/SPRAY,CASSARA,131.71
47680,6042001,6042001,FLUTICASONA+SALMETEROL,FLUTIVENT HFA,25/250M,60,AEROSOL/SPRAY,CASSARA,77.45
47968,6042004,6042004,FLUTICASONA+SALMETEROL,FLUTIVENT HFA,25/250M,120,AEROSOL/SPRAY,CASSARA,156.57
41722,5737262,5737262,FLUTICASONA+SALMETEROL,LIRTODAC PLUS,125/25M,120,AEROSOL/SPRAY,PHARMADORF,131.71
41723,5737132,5737132,FLUTICASONA+SALMETEROL,LIRTODAC PLUS,250/25M,120,AEROSOL/SPRAY,PHARMADORF,156.57
38898,5523681,5523681,FLUTICASONA+SALMETEROL,NEUMOTIDE AEROSOL,25/125M,120,AEROSOL/SPRAY,PHOENIX,131.71
38901,5523711,5523711,FLUTICASONA+SALMETEROL,NEUMOTIDE AEROSOL,25/250M,120,AEROSOL/SPRAY,PHOENIX,156.57
38895,5523551,5523551,FLUTICASONA+SALMETEROL,NEUMOTIDE AEROSOL,25/50MC,120,AEROSOL/SPRAY,PHOENIX,128.91
42073,4846841,4846841,FLUTICASONA+SALMETEROL,NEUMOTIDE CAPSULAS,100/50M,60,CAPSULAS,PHOENIX,147.69
42074,4846921,4846921,FLUTICASONA+SALMETEROL,NEUMOTIDE CAPSULAS,250/50M,60,CAPSULAS,PHOENIX,168.02
42075,4847091,4847091,FLUTICASONA+SALMETEROL,NEUMOTIDE CAPSULAS,500/50M,60,CAPSULAS,PHOENIX,171.39
43664,5724681,5724681,FLUTICASONA+SALMETEROL,PROAIR BRONQUIAL,125/25M,120,AEROSOL/SPRAY,MONTPELLIER,185.03
43666,5724711,5724711,FLUTICASONA+SALMETEROL,PROAIR BRONQUIAL,250/25M,120,AEROSOL/SPRAY,MONTPELLIER,196.96
45232,5816971,5816971,FLUTICASONA+SALMETEROL,PROAIR BRONQUIAL,250/50M,60,AEROSOL/SPRAY,MONTPELLIER,168.02
45233,5816841,5816841,FLUTICASONA+SALMETEROL,PROAIR BRONQUIAL,500/50M,60,AEROSOL/SPRAY,MONTPELLIER,171.39
24351,4622422,4622422,FLUTICASONA+SALMETEROL,SERETIDE DISKUS,50/100M,60,AEROSOL/SPRAY,GLAXOSMITHKLINE,209.51
24352,4622502,4622502,FLUTICASONA+SALMETEROL,SERETIDE DISKUS,50/250M,60,AEROSOL/SPRAY,GLAXOSMITHKLINE,231.61
26250,4622682,4622682,FLUTICASONA+SALMETEROL,SERETIDE DISKUS,50/500M,60,AEROSOL/SPRAY,GLAXOSMITHKLINE,236.35
28609,4898321,4898321,FLUTICASONA+SALMETEROL,SERETIDE HFA AEROSOL,25/125M,120,AEROSOL/SPRAY,GLAXOSMITHKLINE,185.03
