Nro Reg,Troquel,Producto,Presentacion,Accion Terapeutica,Monodroga,Vademecum
46075,4035352,AGRIPPAL S1 JR,JGA.PRELL.X 1 X 0.25 ML,VACUNA ANTIGRIPAL,ANTIGENOS VIRUS INFLUENZA,CUBIERTOS
33491,5213351,FLUAD,INY.JGA.PRELL.X 0.5 ML,VACUNA ANTIGRIPAL,ANTIGENOS VIRUS INFLUENZA,CUBIERTOS
14204,3802383,FLUARIX,JGA.PRELL.X 0.5 ML,VACUNA ANTIGRIPAL,ANTIGENOS VIRUS INFLUENZA,CUBIERTOS
5421,2215070,IMOVAX GRIPE,JGA.PRELL.X 0.5 ML,VACUNA ANTIGRIPAL,ANTIGENOS VIRUS INFLUENZA,CUBIERTOS
47601,4693051,INFLUVAC,JGA.PRELL.X 1 X 0.5 ML,AG.INMUN.VAC.C/INFLUENZA,ANTIGENOS VIRUS INFLUENZA,CUBIERTOS
16945,2310271,ISTIVAC,JGA.PRELL.X 1 X 0.5 ML,VACUNA ANTIGRIPAL,ANTIGENOS VIRUS INFLUENZA,CUBIERTOS
23207,2310272,ISTIVAC JUNIOR,PED.JGA.PRELL.X 0.25 ML,VACUNA ANTIGRIPAL,ANTIGENOS VIRUS INFLUENZA,CUBIERTOS
41324,4814161,MUTAGRIP,JGA.PRELL.X 0.5 ML,VACUNA ANTIGRIPAL,ANTIGENOS VIRUS INFLUENZA,CUBIERTOS
25542,4677971,NILGRIP,JGA.PRELL.X 0.5 ML,VACUNA ANTIGRIPAL,ANTIGENOS VIRUS INFLUENZA,CUBIERTOS
25682,450156,VAXIGRIP,JGA.PRELL.X 0.5 ML,VACUNA ANTIGRIPAL,ANTIGENOS VIRUS INFLUENZA,CUBIERTOS
45256,2310273,ISTIVAC ID 9 MCG,JGA.PRELL.X 1 X 0.1 ML,VACUNA ANTIGRIPAL TRIVALENTE,ANTIGENOS VIRUS INFLUENZA+A/H1N1,CUBIERTOS
21778,1709022,BIOL PREO,A.X 1 X 1 ML C/JGA.+AG.,INMUNOESTIMULANTE,ANTIGENOS+ASOC.,CUBIERTOS
20890,2511249,FEIBA TIM 4,1000 UI F.A.X 1 +SOLV.,ANTIHEMORRAGICO,ANTI-INHIBIDOR FACTOR VIII,CUBIERTOS CON AUTORIZACION PREVIA
6130,197621,VISLUS,COLIRIO X 5 ML,DESCONGESTIVO OFTALMICO,ANTIPIRINA+EFEDRINA+ASOC.,CUBIERTOS
34027,5182231,CEROSPORIN,GTS.OTICAS X 10 ML,CERUMENOLITICO OTOPROTECTOR,'ANTIPIRINA+SODIO,CARBONATO+ASOC.',CUBIERTOS
14357,3229331,OTOCALMIA BIOTIC,GTS.OTICAS X 10 ML,REMOVEDOR DE CERUMEN,'ANTIPIRINA+SODIO,CARBONATO+ASOC.',CUBIERTOS
30518,227732,SINCERUM,GTS.X 5 ML,CERUMENOLITICO OTOPROTECTOR,'ANTIPIRINA+SODIO,CARBONATO+ASOC.',CUBIERTOS
48454,227733,SINCERUM,GTS.X 8 ML,CERUMENOLITICO OTOPROTECTOR,'ANTIPIRINA+SODIO,CARBONATO+ASOC.',CUBIERTOS
13918,4006721,ANBINEX,F.A.LIOF.+SOLV.X 10 ML,ANTICOAGULANTE,ANTITROMBINA III,CUBIERTOS CON AUTORIZACION PREVIA
41184,544600,ANTITROMBINA III UNC,F.A.LIOF.+SOLV.X 10 ML,ANTICOAGULANTE,ANTITROMBINA III,CUBIERTOS CON AUTORIZACION PREVIA
4965,556091,PYRALVEX,FCO.X 10 ML,ANTIINFLAM.BUCOFARINGEO,ANTRAQUINONA,CUBIERTOS
49174,6185971,ELIQUIS,2.5 MG COMP.X 60,INHIBIDOR DEL FACTOR XA,APIXABAN,CUBIERTOS
49175,6245681,ELIQUIS,5 MG COMP.X 60,INHIBIDOR DEL FACTOR XA,APIXABAN,CUBIERTOS
13432,382174,PERGALEN,UNG.X 30 G,HEPARINOIDE,'APOLATO SOD.+BENCILO,NICOTINATO',CUBIERTOS
20135,5478131,APOKINON,1% AUTOINY.C/SOL.INY.X 1,ANTIPARKINSONIANO,APOMORFINA,CUBIERTOS CON AUTORIZACION PREVIA
33794,5204761,EMEND,TRIPACK CAPS.X 1+CAPS.X2,ANTIEMETICO,APREPITANT,CUBIERTOS CON AUTORIZACION PREVIA
16694,3817490,APROTININA,500000 KIU ENV.X 50 ML,ANTIHEMORRAGICO,APROTININA,CUBIERTOS
49952,9949952,URIDON PACS,COMP.REC.X 30,SUPLEMENTO DIETARIO,'ARANDANO,EXT.',CUBIERTOS CON AUTORIZACION PREVIA
49953,9949953,URIDON PACS,COMP.REC.X 60,SUPLEMENTO DIETARIO,'ARANDANO,EXT.',CUBIERTOS CON AUTORIZACION PREVIA
43090,9943090,ARIXIND,10 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
43091,9943091,ARIXIND,15 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
36676,5372393,ARLEMIDE,10 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
36677,5372422,ARLEMIDE,15 MG COMP.X 15,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
36678,5372423,ARLEMIDE,15 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
44806,5840841,ARLEMIDE,5 MG COMP.X 10,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
44021,5840843,ARLEMIDE,5 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
34275,5259001,GROVEN,10 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
34276,5259161,GROVEN,15 MG COMP.X 15,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
34277,5259162,GROVEN,15 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
34278,5259211,GROVEN,20 MG COMP.X 15,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
32886,5162122,IRAZEM,10 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
32887,5162281,IRAZEM,15 MG COMP.X 15,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
32888,5162282,IRAZEM,15 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
32889,5162331,IRAZEM,20 MG COMP.X 15,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
36637,5360842,IRAZEM,5 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
50996,5721972,IRAZEM,SOL.ORAL X 150 ML,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
40414,5652261,LEMIDAL,10 MG COMP.X 10,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
40415,5652262,LEMIDAL,10 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
40417,5652391,LEMIDAL,15 MG COMP.X 10,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
40418,5652392,LEMIDAL,15 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
50308,6138713,LEMIDAL,5 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
42814,5397841,SIBLIX,10 MG COMP.X 10,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
36861,5397844,SIBLIX,10 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
42815,5397971,SIBLIX,15 MG COMP.X 10,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
36862,5397972,SIBLIX,15 MG COMP.X 15,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
36863,5397974,SIBLIX,15 MG COMP.X 30,ANTIPSICOTICO,ARIPIPRAZOL,CUBIERTOS
46278,9946278,ARNICAGEL,POMO X 75 G,ANTIINFLAMATORIO,ARNICA MONTANA,CUBIERTOS
48200,6121711,ATISENAP,10 MG COMP.SULING.X 10,ANTIPSICOTICO,ASENAPINA,CUBIERTOS
48202,6121715,ATISENAP,10 MG COMP.SULING.X 30,ANTIPSICOTICO,ASENAPINA,CUBIERTOS
48197,6121681,ATISENAP,5 MG COMP.SULING.X 10,ANTIPSICOTICO,ASENAPINA,CUBIERTOS
48198,6121685,ATISENAP,5 MG COMP.SULING.X 30,ANTIPSICOTICO,ASENAPINA,CUBIERTOS
39524,2809252,KIDROLASE,10000 UI F.A.X 1,ANTINEOPLASICO,ASPARAGINASA,CUBIERTOS CON AUTORIZACION PREVIA
9792,3591181,L-ASPARAGINASA FILAXIS,10000 UI F.A.,ANTINEOPLASICO,ASPARAGINASA,CUBIERTOS CON AUTORIZACION PREVIA
33771,5177211,REYATAZ,150 MG CAPS.X 60,INHIBIDOR DE LA PROTEASA,ATAZANAVIR,CUBIERTOS CON AUTORIZACION PREVIA
33770,5177351,REYATAZ,200 MG CAPS.X 60,INHIBIDOR DE LA PROTEASA,ATAZANAVIR,CUBIERTOS CON AUTORIZACION PREVIA
41431,5696421,REYATAZ,300 MG CAPS.X 30,INHIBIDOR DE LA PROTEASA,ATAZANAVIR,CUBIERTOS CON AUTORIZACION PREVIA
24743,4243671,ATEL,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
19789,4375503,ATENOBLOCK,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
13575,3687213,ATENOLOL,100 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
13574,3687133,ATENOLOL,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
46667,5920391,ATENOLOL 50 MG PUNTANOS,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
40378,2697211,ATENOLOL FECOFAR,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
3848,347941,ATENOLOL GADOR,100 MG COMP.X 14,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
3849,347942,ATENOLOL GADOR,100 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
34632,347947,ATENOLOL GADOR,100 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
10547,347946,ATENOLOL GADOR,100 MG COMP.X 56,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
34633,347948,ATENOLOL GADOR,100 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
17002,3982732,ATENOLOL GADOR,25 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
34628,9934628,ATENOLOL GADOR,25 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
17003,3982733,ATENOLOL GADOR,25 MG COMP.X 56,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
34629,9934629,ATENOLOL GADOR,25 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
3847,349262,ATENOLOL GADOR,50 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
34630,9934630,ATENOLOL GADOR,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
10546,349266,ATENOLOL GADOR,50 MG COMP.X 56,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
34631,9934631,ATENOLOL GADOR,50 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
49324,9949324,ATENOLOL GADOR MP,25 MG CAPLETS X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
49325,9949325,ATENOLOL GADOR MP,25 MG CAPLETS X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
49326,9949326,ATENOLOL GADOR MP,50 MG CAPLETS X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
49327,9949327,ATENOLOL GADOR MP,50 MG CAPLETS X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
32121,3793563,ATENOLOL MICROSULES,50 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
32122,3793564,ATENOLOL MICROSULES,50 MG COMP.X 56,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
803,2900492,ATENOLOL QUESADA,100 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
804,2900493,ATENOLOL QUESADA,100 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
800,2900572,ATENOLOL QUESADA,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
801,2900573,ATENOLOL QUESADA,50 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
32512,5016961,ATENOLOL TECHSPHERE,100 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
32513,5016962,ATENOLOL TECHSPHERE,100 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
32508,5016751,ATENOLOL TECHSPHERE,25 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
32509,5016752,ATENOLOL TECHSPHERE,25 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
32510,5016801,ATENOLOL TECHSPHERE,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
32511,5016802,ATENOLOL TECHSPHERE,50 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
18553,4018282,ATENOLOL VANNIER,100 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
18552,4018102,ATENOLOL VANNIER,50 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
41383,9941383,ATENOPHARMA,100 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
41395,3216462,ATENOPHARMA,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
36887,5290891,CORPAZ,100 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
36889,5290681,CORPAZ,25 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
36888,5290731,CORPAZ,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
38241,5299591,ILATEN,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
1014,2697472,PLENACOR,100 MG COMP.X 20,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
35434,2697476,PLENACOR,100 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
1015,2697473,PLENACOR,100 MG COMP.X 40,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
35435,2697477,PLENACOR,100 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
35430,4085516,PLENACOR,25 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
17789,4085513,PLENACOR,25 MG COMP.X 40,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
35431,4085517,PLENACOR,25 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
35432,3825318,PLENACOR,50 MG COMP.X 30,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
14573,3825313,PLENACOR,50 MG COMP.X 40,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
35433,3825319,PLENACOR,50 MG COMP.X 60,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
4403,2608281,PRENORMINE,100 MG COMP.X 14,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
4404,2608283,PRENORMINE,100 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
12203,2608284,PRENORMINE,100 MG COMP.X 56,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
4401,2450601,PRENORMINE,50 MG COMP.X 14,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
4402,2450602,PRENORMINE,50 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
12202,2450603,PRENORMINE,50 MG COMP.X 56,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
5808,2647391,VERICORDIN,100 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
10765,2647392,VERICORDIN,100 MG COMP.X 56,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
18996,4217191,VERICORDIN,25 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
18997,4217192,VERICORDIN,25 MG COMP.X 56,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
46541,9946541,VERICORDIN,25 MG COMP.X 98,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS CON AUTORIZACION PREVIA
34452,9934452,VERICORDIN,50 MG COMP.X 100(S/TROQ),ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
4983,2959582,VERICORDIN,50 MG COMP.X 28,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
12127,2959583,VERICORDIN,50 MG COMP.X 56,ANTIHIPERTENSIVO,ATENOLOL,CUBIERTOS
28105,4713683,PLENACOR D,COMP.X 30,ANTIHIPERTENSIVO DIURETICO,ATENOLOL+ASOC.,CUBIERTOS
4984,3002602,VERICORDIN COMPUESTO,COMP.X 14,ANTIHIPERTENSIVO DIURETICO,ATENOLOL+ASOC.,CUBIERTOS
11532,3002603,VERICORDIN COMPUESTO,COMP.X 28,ANTIHIPERTENSIVO DIURETICO,ATENOLOL+ASOC.,CUBIERTOS
4397,2751161,PRENORETIC,100 MG COMP.X 14,ANTIHIPERTENSIVO DIURETICO,ATENOLOL+CLORTALIDONA,CUBIERTOS
4398,2751162,PRENORETIC,100 MG COMP.X 28,ANTIHIPERTENSIVO DIURETICO,ATENOLOL+CLORTALIDONA,CUBIERTOS
12200,2751163,PRENORETIC,100 MG COMP.X 56,ANTIHIPERTENSIVO DIURETICO,ATENOLOL+CLORTALIDONA,CUBIERTOS
4399,2983741,PRENORETIC,50 MG COMP.X 14,ANTIHIPERTENSIVO DIURETICO,ATENOLOL+CLORTALIDONA,CUBIERTOS
4400,2983742,PRENORETIC,50 MG COMP.X 28,ANTIHIPERTENSIVO DIURETICO,ATENOLOL+CLORTALIDONA,CUBIERTOS
12201,2983743,PRENORETIC,50 MG COMP.X 56,ANTIHIPERTENSIVO DIURETICO,ATENOLOL+CLORTALIDONA,CUBIERTOS
33698,5152881,RECIT,10 MG CAPS.X 7,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
33699,5152931,RECIT,18 MG CAPS.X 7,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
33700,5153062,RECIT,25 MG CAPS.X 14,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
33701,5153112,RECIT,40 MG CAPS.X 14,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
33702,5153272,RECIT,60 MG CAPS.X 14,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
33549,5154761,STRATTERA,10 MG CAPS.X 7,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
33550,5154811,STRATTERA,18 MG CAPS.X 7,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
33551,5154972,STRATTERA,25 MG CAPS.X 14,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
33552,5155012,STRATTERA,40 MG CAPS.X 14,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
33553,5155152,STRATTERA,60 MG CAPS.X 14,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
48339,6131681,STRATTERA,80 MG CAPS.X 14,TRAT.DEFICIT ATENC/HIPERAC(ADHD),ATOMOXETINA,CUBIERTOS
24817,4657411,AMPLIAR,10 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
29238,4657412,AMPLIAR,10 MG COMP.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
24818,4657591,AMPLIAR,20 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
29239,4657592,AMPLIAR,20 MG COMP.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS CON AUTORIZACION PREVIA
45248,5923682,AMPLIAR,40 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
32526,5077473,ATARVA,10 MG COMP.REC.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
31571,5077313,ATARVA,20 MG COMP.REC.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
24436,4426581,ATEROCLAR,10 MG COMP.REC.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
40643,4426582,ATEROCLAR,10 MG COMP.REC.X 60,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
24438,4426661,ATEROCLAR,20 MG COMP.REC.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
28943,4426741,ATEROCLAR,40 MG COMP.REC.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
45111,5939711,ATORMAX 10,10 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
45112,5939712,ATORMAX 10,10 MG COMP.REC.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
45113,5939841,ATORMAX 20,20 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
45114,5939842,ATORMAX 20,20 MG COMP.REC.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
27323,4841713,ATORVASTAN,10 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
27324,4841893,ATORVASTAN,20 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
36812,5308841,ATORVASTATIN CALCICO RICHET,20 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
36813,5308842,ATORVASTATIN CALCICO RICHET,20 MG COMP.REC.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
36810,5308711,ATORVASTATIN RICHET,10 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
36811,5308712,ATORVASTATIN RICHET,10 MG COMP.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
41021,5325391,ATORVASTATINA,10 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
41022,5325421,ATORVASTATINA,20 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
45530,5758421,ATORVASTATINA CEVALLOS,10 MG COMP.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
45531,5758551,ATORVASTATINA CEVALLOS,20 MG COMP.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
44302,5752134,ATORVASTATINA FABRA,10 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
44303,5752264,ATORVASTATINA FABRA,20 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
33333,5140552,ATORVASTATINA NORTHIA,10 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
33334,5140602,ATORVASTATINA NORTHIA,20 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
47260,5986551,ATORVASTATINA TAURO,10 MG COMP.REC.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
47261,5986552,ATORVASTATINA TAURO,10 MG COMP.REC.X 60,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
47262,5986681,ATORVASTATINA TAURO,20 MG COMP.REC.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
47263,5986682,ATORVASTATINA TAURO,20 MG COMP.REC.X 60,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
40192,5304424,FABOXIM,10 MG COMP.REC.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
40193,5304554,FABOXIM,20 MG COMP.REC.X 30,HIPOCOLESTEROLEMIANTE,ATORVASTATIN,CUBIERTOS
35328,5201442,FINLIPOL,10 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
35329,5201443,FINLIPOL,10 MG COMP.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
35330,5201512,FINLIPOL,20 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
35331,5201513,FINLIPOL,20 MG COMP.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS CON AUTORIZACION PREVIA
47065,6084421,KOSPIDEL 10,10 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
47066,6084551,KOSPIDEL 20,20 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
47067,6084681,KOSPIDEL 40,40 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
30916,4361642,LIPAREX,10 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
31795,4361643,LIPAREX,10 MG COMP.REC.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
30917,4361722,LIPAREX,20 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
31796,4311723,LIPAREX,20 MG COMP.REC.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS CON AUTORIZACION PREVIA
35912,4361802,LIPAREX,40 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
50012,5755423,LIPEND,10 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
50013,5755553,LIPEND,20 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
50810,5755683,LIPEND,40 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
22523,4462461,LIPIBEC,10 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
28382,4462462,LIPIBEC,10 MG COMP.REC.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
22524,4462541,LIPIBEC,20 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
28383,4462542,LIPIBEC,20 MG COMP.REC.X 60,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS CON AUTORIZACION PREVIA
31292,5046101,LIPIBEC,40 MG COMP.REC.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
22369,4495972,LIPIFEN,10 MG COMP.X 30,HIPOLIPEMIANTE,ATORVASTATIN,CUBIERTOS
