,BARRA,DESCRIPCIÓN,PRESENTACION,,,,LABORATORIO,PRECIO VENTA,FRACCION,,,
200029503,7702037100410,EQUIPO MACRO GOTEO PRECISION,UN,764,764,0,ETERNA S.A.,1.45%,0,,,
200029505,7702037510233,GUANTE CIRUGIA ETERNA 6 1/2,PAQ,699,699,0.16,ETERNA S.A.,1.45%,0,,,
200030387,7702037510240,GUANTE CIRUGIA ETERNA 7,PAQ,699,699,0.16,ETERNA S.A.,1.45%,0,,,
200030236,7702037510257,GUANTE CIRUGIA ETERNA 7 1/2,PAQ,699,699,0.16,ETERNA S.A.,1.45%,0,,,
200029813,7702037510264,GUANTE CIRUGIA ETERNA 8,PAQ,699,699,0.16,ETERNA S.A.,1.45%,0,,,
200029502,7702037510271,GUANTE CIRUGIA ETERNA 8 1/2,PAQ,699,699,0.16,ETERNA S.A.,1.45%,0,,,
200029501,7702037567039,GUANTE DE NITRI.PRECISION AZUL L 100 UDS,CJ,16202,12988,0.16,ETERNA S.A.,1.45%,0,,,
200029520,7702037567022,GUANTE DE NITRI.PRESICION AZUL M 100 UDS,CJ,16202,12988,0.16,ETERNA S.A.,1.45%,0,,,
200029519,7702037567015,GUANTE DE NITRI.PRESICION AZUL S 100 UDS,CJ,16202,13772,0.16,ETERNA S.A.,1.45%,0,,,
200018335,7702037511032,GUANTE DE VINILO PRESICION CARE L 100 UD,CJ,9956,9956,0.16,ETERNA S.A.,1.45%,0,,,
200018334,7702037511025,GUANTE DE VINILO PRESICION CARE M 100 UD,CJ,9956,9956,0.16,ETERNA S.A.,1.45%,0,,,
200018333,7702037511018,GUANTE DE VINILO PRESICION CARE S 100 UD,CJ,9956,9956,0.16,ETERNA S.A.,1.45%,0,,,
200029521,7702037567527,GUANTE DE VINILO STRECH PRE.CARE M 100 U,CJ,9956,9093,0.16,ETERNA S.A.,1.45%,0,,,
200029499,7702037510370,GUANTE DES.PRECISION LATEX 100 UDS M,CJ,10408,9679,0.16,ETERNA S.A.,1.45%,0,,,
200029518,7702037510387,GUANTE DESECH.PRECISION LATEX 100 UDS L,CJ,10408,9679,0.16,ETERNA S.A.,1.45%,0,,,
200029512,7702037510363,GUANTE DESECH.PRECISION LATEX 100 UDS S,CJ,10408,9679,0.16,ETERNA S.A.,1.45%,0,,,
200029517,7702037510165,GUANTE ESTERIL PRECISION ETERNA 6 1/2,PAQ,725,725,0.16,ETERNA S.A.,1.45%,0,,,
200025401,7702037510172,GUANTE ESTERIL PRECISION ETERNA 7,PAQ,725,725,0.16,ETERNA S.A.,1.45%,0,,,
200025402,7702037510189,GUANTE ESTERIL PRECISION ETERNA 7 1/2,PAQ,725,725,0.16,ETERNA S.A.,1.45%,0,,,
200027356,7702037510196,GUANTE ESTERIL PRECISION ETERNA 8,PAQ,725,725,0.16,ETERNA S.A.,1.45%,0,,,
200027828,7702037510202,GUANTE ESTERIL PRECISION ETERNA 8 1/2,PAQ,725,725,0.16,ETERNA S.A.,1.45%,0,,,
200027829,7702037101608,GUANTE EXAMEN LATEX PRECISION 10 UDS T.L,BOL,2078,2078,0.16,ETERNA S.A.,1.45%,0,,,
200029654,7702037101592,GUANTE EXAMEN LATEX PRECISION 10 UDS T.M,BOL,2078,2078,0.16,ETERNA S.A.,1.45%,0,,,
200031528,7702037101585,GUANTE EXAMEN LATEX PRECISION 10 UDS T.S,BOL,2078,2078,0.16,ETERNA S.A.,1.45%,0,,,
200029509,7702037101561,GUANTE EXAMEN LATEX PRECISION 2 UDS T.L,BOL,436,436,0.16,ETERNA S.A.,1.45%,0,,,
200029508,7702037101547,GUANTE EXAMEN LATEX PRECISION 2 UDS T.S,BOL,436,436,0.16,ETERNA S.A.,1.45%,0,,,
200029511,7702037101554,GUANTE EXAMEN LATEX PRECISION 2UDS T.M,BOL,436,436,0.16,ETERNA S.A.,1.45%,0,,,
200029510,7702037502238,GUANTE IND.DURALON NEGRO C.25 7 1/2,PAQ,3528,3528,0.16,ETERNA S.A.,1.45%,0,,,
200030022,7702037502245,GUANTE IND.DURALON NEGRO C.25 8,PAQ,3528,3528,0.16,ETERNA S.A.,1.45%,0,,,
200030627,7702037502252,GUANTE IND.DURALON NEGRO C.25 8 1/2,PAQ,3528,3528,0.16,ETERNA S.A.,1.45%,0,,,
200031531,7702037502214,GUANTE IND.DURALON NEGRO C.25 9 1/2,PAQ,3528,3528,0.16,ETERNA S.A.,1.45%,0,,,
200031532,7702037568524,GUANTE MANEJO R.BIOLOGICOS ETERNA 8,PAQ,3346,3528,0.16,ETERNA S.A.,1.45%,0,,,
200031530,7702037500036,GUANTE USO DOMESTICO ETERNA 7,PAQ,2872,2872,0.16,ETERNA S.A.,1.45%,0,,,
200030232,7702037500043,GUANTE USO DOMESTICO ETERNA 7 1/2,PAQ,2872,2872,0.16,ETERNA S.A.,1.45%,0,,,
200032701,7702037500050,GUANTE USO DOMESTICO ETERNA 8,PAQ,2872,2872,0.16,ETERNA S.A.,1.45%,0,,,
200032702,7702037500067,GUANTE USO DOMESTICO ETERNA 8 1/2,PAQ,2872,2872,0.16,ETERNA S.A.,1.45%,0,,,
200011439,7702037500074,GUANTE USO DOMESTICO ETERNA 9,PAQ,2735,2735,0.16,ETERNA S.A.,1.45%,0,,,
200025403,7702037100595,HUMIDIFICADOR PARA OXIGENO PRECISION,UN,6111,6111,0.16,ETERNA S.A.,1.45%,0,,,
200031527,7702037510998,JERINGA 3P 10ML 21X1.1/2 PRECISION ETERN,UN,203,203,0.16,ETERNA S.A.,1.45%,0,,,
200031529,7702037510967,JERINGA 3P 2 ML 21X1.1/2 100 UDS ETERNA,CJ,13611,10806,0.16,ETERNA S.A.,1.45%,0,,,
200030238,7702037511162,JERINGA 3P 20ML 21X1 1/2 C.AGU.PRE.ETER.,UN,366,366,0.16,ETERNA S.A.,1.45%,0,,,
200030240,7702037510974,JERINGA 3P 3ML 21X1.1/2 100 UDS ETERNA,CJ,13611,11025,0.16,ETERNA S.A.,1.45%,0,,,
200030632,7702037511216,JERINGA 3P 3ML 23X1 PRECISION 100 UDS,CJ,13611,10703,0.16,ETERNA S.A.,1.45%,0,,,
200030631,7702037510981,JERINGA 3P 5 ML 21X1.1/2 100 UDS ETERNA,CJ,13819,10502,0.16,ETERNA S.A.,1.45%,0,,,
200030630,7702037511186,JERINGA 3P 50 ML C.AGU.PRECISION ETERNA,UN,740,740,0.16,ETERNA S.A.,1.45%,0,,,
200030629,7702037564243,JERINGA ETERNA INS.1ML 30GX1/2,UN,189,189,0.16,ETERNA S.A.,1.45%,0,,,
200030428,7702037510950,JERINGA INS.3P 1ML 27GX1/2 PRE.ETER,UN,146,146,0.16,ETERNA S.A.,1.45%,0,,,
200031120,7702037651066,KIT 3 BIBERONES EN TERMOENCOGIBLE 8 ONZ,KIT,10017,10017,0.16,ETERNA S.A.,1.45%,0,,,
200032547,7702037650786,KIT DEL AHORRO BIBERONES MUNCHI,KIT,9328,9328,0.16,ETERNA S.A.,1.45%,0,,,
200014204,7702037650625,MASAJEADOR ENCIAS MUNCHI MAGICAL 3+,UN,6228,6228,0.16,ETERNA S.A.,1.45%,0,,,
200014210,7702037630344,MASAJEADOR ENCIAS MUNCHI SILICONA,UN,4897,4897,0.16,ETERNA S.A.,1.45%,0,,,
200001227,7702037100526,MASCARA DE OXIGENO ETERNA BASICA L,UN,1621,1621,0.16,ETERNA S.A.,1.45%,0,,,
200032548,7702037100519,MASCARA DE OXIGENO ETERNA BASICA M,UN,1621,1621,0.16,ETERNA S.A.,1.45%,0,,,
200032550,7702037100557,MASCARA NEBULIZACION ADULTO ETERNA T.L,UN,2286,2286,0.16,ETERNA S.A.,1.45%,0,,,
200032549,7702037652087,PANITOS HUMEDOS MUNCHI  15 UNIDADES,PAQ,1200,1200,0.16,ETERNA S.A.,1.45%,0,,,
200032695,7702037631013,PANITOS HUMEDOS MUNCHI 80,PAQ,5371,5371,0.16,ETERNA S.A.,1.45%,0,,,
200032694,7702037651875,PANITOS HUMEDOS MUNCHI PG.60 LLV.80 UDS,OFE,3818,3818,0.16,ETERNA S.A.,1.45%,0,,,
200032693,7702037652056,PANITOS HUMEDOS MUNCHI PG.80 LLV.120 UDS,OFE,7273,7273,0.16,ETERNA S.A.,1.45%,0,,,
200032692,7702037326940,RECOLECTOR DE C.PUNZANTES 3 LT PRECISION,UN,4644,4644,0.16,ETERNA S.A.,1.45%,0,,,
200032691,7702037511407,SONDA ETERNA FOLEY 2 VIALES N.16,UN,2184,2184,0,ETERNA S.A.,1.20%,0,,,
200032690,7702037511414,SONDA ETERNA FOLEY 2 VIALES N.18 5 CC,UN,2184,2184,0,ETERNA S.A.,1.20%,0,,,
200032312,7702037511469,SONDA ETERNA FOLEY 2 VIALES N.22 5 CC,UN,2184,2184,0,ETERNA S.A.,1.20%,0,,,
200032697,7702037511452,SONDA ETERNA FOLEY 2 VIALES NUMERO 20,UN,2184,2184,0,ETERNA S.A.,1.20%,0,,,
200032468,7702037100243,SONDA ETERNA NELATHON N.10,UN,595,595,0,ETERNA S.A.,1.20%,0,,,
200032703,7702037100250,SONDA ETERNA NELATHON N.12,UN,595,595,0,ETERNA S.A.,1.20%,0,,,
200032704,7702037100267,SONDA ETERNA NELATHON N.14,UN,595,566,0,ETERNA S.A.,1.20%,0,,,
200032811,7702037100229,SONDA ETERNA NELATHON N.6,UN,595,566,0,ETERNA S.A.,1.20%,0,,,
200032756,7702037100236,SONDA ETERNA NELATHON N.8,UN,595,566,0,ETERNA S.A.,1.20%,0,,,
200032689,7702037651240,VASO ENTRENAMIENTO MILKY CON MANIJAS,UN,4986,4986,0.16,ETERNA S.A.,1.45%,0,,,
200032810,7702037650526,VASO MUNCHI MAGICAL ENTRENAMIENTO,UN,8995,8995,0.16,ETERNA S.A.,1.45%,0,,,
200012822,7702037650618,VASO MUNCHI MAGICAL ENTRETENCION,UN,7237,7237,0.16,ETERNA S.A.,1.45%,0,,,
200006683,7707177560049,AMIBIOL 8 CAPSULAS,CJ,8035,8035,0,ETYC LTDA,1.10%,0,,,
200010803,7707177560438,BONESPAS NF GOTAS 15 ML,FCO,7026,7026,0,ETYC LTDA,0.5%,0,,,
200010802,7707177560162,HELMINTYC SUSPENSION 15 ML,CJ,13002,13002,0,ETYC LTDA,1.10%,0,,,
200011332,7707177560339,OFTALETYC NF GOTAS 5 ML,FCO,10730,9197,0,ETYC LTDA,1.10%,0,,,
200011330,7707177560322,OTITOL NF GOTAS 5 ML,CJ,9303,7974,0,ETYC LTDA,1.10%,0,,,
200011315,7707177560216,PACIDOX SUSPENSION 180 ML,FCO,10201,8743,0,ETYC LTDA,1.10%,0,,,
200011329,7707177560223,PLANFEM CREMA 20 GR,TBO,10337,8860,0,ETYC LTDA,1.10%,0,,,
200030281,7707177560292,TOSFEDRIN FG JARABE 120 ML,FCO,13905,11918,0,ETYC LTDA,1.10%,0,,,
200030280,7704232001189,ARTROFITUM 480 MG 30 TABLETAS (M) (PB),CJ,115183,115183,0,EUROETIKA LTDA,0.8%-,0,,,
200030229,7704232001424,CICLOPLANT 30 TABLETAS,CJ,65534,65534,0,EUROETIKA LTDA,0.1%,0,,,
200030245,7704232001387,CIMBRAR SR 5 CAPSULAS,CJ,42496,42496,0,EUROETIKA LTDA,0.7%-,0,,,
200018901,7704232001288,CYS CONTROL 20 SBS (PB),CJ,83078,83078,0,EUROETIKA LTDA,0.7%-,0,,,
200006961,7704232000090,ETIDOXINA 100 MG 10 CAPSULAS (M),CJ,47271,44595,0,EUROETIKA LTDA,0.7%-,0,,,
200006962,7704232000762,FITOFLAVONA 17.5 MG 60 CAPSULAS (M) (PB),CJ,75973,75973,0,EUROETIKA LTDA,0.7%-,0,,,
200006960,7704232001066,FITOFLAVONA 35 MG 30 CAPSULAS (M),CJ,69067,69067,0,EUROETIKA LTDA,0.7%-,0,,,
200024721,7704232000465,FITOSTIMOLINE CREMA 32 GR (T),UN,65659,65659,0,EUROETIKA LTDA,0.7%-,0,,,
200022041,7704232001110,FITOSTIMOLINE CREMA 60 GR(A) (T),TBO,92323,87097,0,EUROETIKA LTDA,0.5%-,0,,,
200022050,7704232000779,FITOSTIMOLINE CREMA VAGINAL 60 GR(A),TBO,90864,85721,0,EUROETIKA LTDA,0.5%-,0,,,
200022044,7704232000441,FITOSTIMOLINE GASAS 10X10 10 UDS (T),CJ,99314,99314,0,EUROETIKA LTDA,0.7%-,0,,,
200022052,7704232000700,FITOSTIMOLINE GASAS 10X10 3 UDS,CJ,32166,32166,0,EUROETIKA LTDA,0.5%-,0,,,
200022042,7704232000946,FITOSTIMOLINE GEL 15 GR (T),TBO,40478,40478,0,EUROETIKA LTDA,1.10%,0,,,
200027972,7704232000960,FITOSTIMOLINE GEL 32 GR,UN,65659,65659,0,EUROETIKA LTDA,0.7%-,0,,,
200032804,7704232000458,FITOSTIMOLINE OVULOS 6 UDS (T),CJ,68969,65065,0,EUROETIKA LTDA,0.5%-,0,,,
200027967,7704232001165,FITOTUX JARABE 100 MILILITROS,FCO,22699,22699,0,EUROETIKA LTDA,0.7%-,0,,,
200032634,7704232001004,KLOPRA SR 20 MG 10 CAPSULAS,CJ,30047,30047,0,EUROETIKA LTDA,0.5%-,0,,,
200032841,7704232000687,MINOGRAN 100 MG 10 CAPSULAS (M),CJ,50130,50130,0,EUROETIKA LTDA,0.5%-,0,,,
200022545,7704232001356,PENALGIN 6 SOBRES,CJ,30548,30548,0,EUROETIKA LTDA,0.5%-,0,,,
200022546,7704232001127,PENALGIN CAJA 10 TABLETAS (M),UN,51473,48559,0,EUROETIKA LTDA,0.5%-,0,,,
200022547,7704232001240,PENALGIN CAJA 6 TABLETAS,UN,30884,30884,0,EUROETIKA LTDA,0.5%-,0,,,
200022548,7704232001394,PHYTOSOYA N ISOFLAVONAS DE SOYA 30 CAP,CJ,45389,45389,0.16,EUROETIKA LTDA,1.40%,0,,,
200022549,7704232001417,REDORMIN 30 TABLETAS,CJ,91522,91522,0,EUROETIKA LTDA,1.10%,0,,,
200012519,7704232000717,SALAGEN 20 TABLETAS (E345) (A),FCO,71541,71541,0,EUROETIKA LTDA,1.10%,0,,,
200030277,7704232001097,SKINPRED GEL 15 GR,TBO,47361,44680,0,EUROETIKA LTDA,0.5%-,0,,,
200030276,7704232001363,SKINPRED ULTRA 15 GR,TBO,48377,48377,0,EUROETIKA LTDA,0.5%-,0,,,
200006915,7704232001226,VENATIL 45 CAPSULAS (PB),CJ,58529,58529,0,EUROETIKA LTDA,0.5%-,0,,,
200006886,7706127000062,AINEX 100 MG 10 TABLETAS (M),UN,55633,52851,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200006889,7706127000017,ALERGUS JARABE 60 ML,CJ,42862,40719,0,EUROFARMA COLOMBIA S.A.S,1.10%,0,,,
200006916,7706127000741,AZIBIOTRIM 500 MG 5 TABLETAS,CJ,39586,37607,0,EUROFARMA COLOMBIA S.A.S,1.10%,0,,,
200006890,7891317151676,BEZART H 150/12.5 MG 30 TBS,CJ,62284,59170,0,EUROFARMA COLOMBIA S.A.S,1.10%,0,,,
200006891,7702502208900,CELESTODERM G CREMA 20 GR (A),TBO,64984,57353,0,EUROFARMA COLOMBIA S.A.S,1.10%,0,,,
200006888,7702502210309,CELESTONE 4 MG 1 ML AMPOLLA,AMP,13113,12457,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200006882,7501050615365,CELESTONE 8 MG HYPAK 2 ML AMPOLLA,AMP,23871,22678,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200006894,7702502020588,CIRCLET ANILLO VAGINAL 1 SOBRE (R),CJ,55464,45746,0,EUROFARMA COLOMBIA S.A.S,1.10%,0,,,
200032754,7702502214901,DIPROFORMO CREMA 20 GR,TBO,28469,27045,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200032755,7702502215007,DIPROFORMO CREMA 40 GR (M),TBO,53414,50743,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200006893,7702502217308,DIPROGENTA CREMA 40 GR (T),TBO,47164,44806,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200006884,7702502218008,DIPROSALIC UNGUENTO 40 GR (T),TBO,43290,41125,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200014240,7702502216202,DIPROSONE CREMA 20 GR,TBO,29383,27914,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200013372,7702502216707,DIPROSONE CREMA 40 GR (M),TBO,55485,52711,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200014241,7891317161484,DOMPERIX SUSP.1 MG/ML 100 ML,FCO,35553,35553,0,EUROFARMA COLOMBIA S.A.S,1.10%,0,,,
200018039,7897337713047,EXINEF 120 MG 7 TABLETAS,CJ,43349,41181,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200032753,7897337713061,EXINEF 60 MG 14 TABLETAS,CJ,61039,57988,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200020257,7897337713023,EXINEF 90 MG 14 TABLETAS,CJ,65640,62358,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200030267,7501326048200,EZETROL 10 MG 10 TABLETAS (A),CJ,63581,63581,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200030269,7501326048217,EZETROL 10 MG 20 TABLETAS (A),CJ,134693,134693,0,EUROFARMA COLOMBIA S.A.S,0.7%-,0,,,
200030265,7891317151669,FLUXENE 20 MG 28 CAPSULAS,CJ,58363,55445,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200030275,7501326083010,FOSAMAX 70 MG 4 TABLETAS (M),CJ,239419,227448,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200030270,7502241940075,FOSAMAX PLUS 5600 UI 4 TBS (A)(M),CJ,239419,214391,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200030263,7501326048705,FOSAMAX PLUS 70 MG 4 TABLETAS (A) (M),CJ,239419,227448,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200030266,7501050615341,GARAMICINA 120 MG 5 AMPOLLAS(A),UN,133556,120182,0,EUROFARMA COLOMBIA S.A.S,1.10%,0,,,
200030261,7501050615358,GARAMICINA 160 MG 5 AMPOLLAS (A),AMP,153700,146016,0,EUROFARMA COLOMBIA S.A.S,1.10%,0,,,
200030271,7702502239003,LOTRIDERM CREMA 20 GR,TBO,52010,52010,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200030274,7707213870057,MERCILON 21 TABLETAS,CJ,46043,43742,0,EUROFARMA COLOMBIA S.A.S,1.10%,0,,,
200030272,8711141841118,MODURETIC 5/50 MG 30 TABLETAS FROSS,CJ,26278,24964,0,EUROFARMA COLOMBIA S.A.S,0.2%-,0,,,
200030264,7702502255003,MONOVEL CREMA 15 GR (M),TBO,56863,54021,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200030273,7702502255102,MONOVEL LOCION 30 ML (M),FCO,83691,79507,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200030262,7891317148720,PANTOCAL 40 MG 14 TABLETAS,CJ,33058,31406,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200031405,7891317148737,PANTOCAL 40 MG 28 TABLETAS,CJ,66118,62812,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200030304,7706127000482,PRESSIVO 30 MG 30 TABLETAS,CJ,70727,67190,0,EUROFARMA COLOMBIA S.A.S,0.5%,0,,,
200030305,7501326048002,PROPECIA 1 MG 28 TABLETAS (M),CJ,197267,187404,0,EUROFARMA COLOMBIA S.A.S,0.7%-,0,,,
200029439,7702502278002,QUADRIDERM CREMA 20 GR,TBO,33504,31828,0,EUROFARMA COLOMBIA S.A.S,0.2%-,0,,,
200029440,7702502278309,QUADRIDERM CREMA 40 GR (M),TBO,60440,57417,0,EUROFARMA COLOMBIA S.A.S,0.2%-,0,,,
200029441,7501326052108,RENITEC 20 MG 10 TABLETAS (M),CJ,74221,70510,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200029442,7501326052122,RENITEC 20 MG 30 TABLETAS (M),CJ,211507,200931,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200029443,7501326052092,RENITEC 5 MG 50 TABLETAS (M),CJ,95022,86353,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200029444,7897337711272,RISTABEN 50 MG 28 TABLETAS,CJ,105942,100645,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200029445,7897337712866,RISTABEN MET 50/1000 MG 28 TABLETAS,CJ,52971,48546,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200029446,7897337712873,RISTABEN MET 50/1000 MG 56 TABLETAS,CJ,105942,97091,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200029447,7897337711319,RISTABEN MET 50/500MG 56 TABLETAS,CJ,105942,97091,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200029448,7702502009699,SCAFLAM 100 MG 6 TABLETAS (T),CJ,34942,33709,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200030332,7706127000031,SCAFLAM 100 MG 6 TABLETAS (T),CJ,34942,33195,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200030331,7702502011500,SCAFLAM 12 TABLETAS (M),CJ,69880,64042,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200018892,7706127000048,SCAFLAM 12 TABLETAS (M),CJ,69880,66386,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200018877,7706127000574,SCAFLAM 5 MG GOTAS 15 ML,FCO,33284,31620,0,EUROFARMA COLOMBIA S.A.S,0.1%,0,,,
200012289,7702502285505,TRICLOGENTA CREMA 15 GR,TBO,35292,34099,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200016319,7702502284805,TRIDERM CREMA 20 GR,TBO,32968,31320,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200016318,7702502284904,TRIDERM CREMA 40 GR (M),TBO,51294,48729,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200019582,7702502015706,UNICLAR SPRAY NASAL 10 GR 60 DOS.(M),UN,61628,58547,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200013265,7702502015720,UNICLAR SPRAY NASAL 18 GR 140 DOS.(M),UN,59753,56765,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200019569,7702502018318,UNICLAR SPRAY NASAL ACUOSO 280 DOS (M),UN,110855,105312,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200013262,7891317149925,VAST 10 MG 10 TABLETAS,CJ,13366,12698,0,EUROFARMA COLOMBIA S.A.S,0.5%,0,,,
200013261,7891317149932,VAST 10 MG 30 TABLETAS,CJ,40098,38093,0,EUROFARMA COLOMBIA S.A.S,0.5%,0,,,
200020098,7891317149956,VAST 20 MG 10TABLETAS,CJ,13366,12698,0,EUROFARMA COLOMBIA S.A.S,0.5%,0,,,
200013269,7891317149963,VAST 20 MG 30 TABLETAS,CJ,40098,38093,0,EUROFARMA COLOMBIA S.A.S,0.5%,0,,,
200013268,7891317149987,VAST 40 MG 10 TABLETAS,CJ,19105,18149,0,EUROFARMA COLOMBIA S.A.S,0.5%,0,,,
200013267,7891317149994,VAST 40 MG 30TABLETAS,CJ,57317,54451,0,EUROFARMA COLOMBIA S.A.S,0.5%,0,,,
200019568,7501050614412,ZINTREPID 10 MG 14 TABLETAS (A) (M),CJ,112951,103904,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200030252,7501050614443,ZINTREPID 10 MG/20 MG 14 TBS (M),CJ,123190,110142,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200030308,7501050614450,ZINTREPID 10 MG/20 MG 28 TBS (M),CJ,240507,216088,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200030259,7501050614474,ZINTREPID 10 MG/40 MG 14 TBS  (A) (M),CJ,141492,134419,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200030255,7501050614481,ZINTREPID 10 MG/40 MG 28 TBS (A) (M),CJ,282985,268836,0,EUROFARMA COLOMBIA S.A.S,0.3%-,0,,,
200032138,7502241940457,ZOCOR 20 MG 10 TABLETAS (M),CJ,102690,97556,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200006702,7502241940464,ZOCOR 40 MG 10 TABLETAS (M),CJ,102690,97556,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200006727,7502241940471,ZOCOR 80 MG 10 TABLETAS (M),CJ,108396,98506,0,EUROFARMA COLOMBIA S.A.S,0.5%-,0,,,
200006728,8033622630401,FERRO F 800 GRADUMET 30 TBS,CJ,24646,24646,0,EVE DISTRIBUCIONES S.A.,1.10%,0,,,
200006696,7702092002728,UROCUAD 100 MG 30 TABLETAS,CJ,11982,11982,0,EVE DISTRIBUCIONES S.A.,0.1%,0,,,
200015237,7702092002711,UROCUAD 300 MG 30 TABLETAS,CJ,23721,23721,0,EVE DISTRIBUCIONES S.A.,0.1%,0,,,
200006726,4891138941138,CARGADOR ENERGIZER MAXI 2 PILAS,UN,28803,25922,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200006706,4891138941039,CARGADOR ENERGIZER MINI 2 PILAS,UN,23927,22732,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200018905,4891138948922,LINTERNA EVEREADY BIG RED 2D CON PILA,UN,9037,8202,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200006718,4891138948823,LINTERNA EVEREADY BIG RED AA CON PILA,UN,6440,5191,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200015236,4891138953322,LINTERNA EVEREADY RECARGABLE,UN,9506,9506,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200008719,7703066686593,MAQ.SCHICK XTR-3 P/D HAW.TR.12U.P11.LL12,OFE,16396,16396,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200008712,39800034083,PILA ENERGIZER LITHIUM AA 2 UDS,UN,8424,8424,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200008721,7702087505258,PILA ENERGIZER MAX ALKA.AA 10 BL.P10.L12,OFE,26239,26239,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200008722,7702087505265,PILA ENERGIZER MAX ALKA.AAA 10 B.P10.L12,OFE,27509,27509,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200008734,39800015464,PILA ENERGIZER MAX ALKALINA AA 2 UDS,BLI,2624,2624,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200018901,39800014009,PILA ENERGIZER MAX ALKALINA AAA 2 UDS,BLI,2751,2751,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200031567,39800013613,PILA ENERGIZER MAX ALKALINA CUADRADA,UN,5547,5547,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200030223,39800011398,PILA ENERGIZER MAX ALKALINA GDE.2 UDS,BLI,6573,6573,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200030221,39800011367,PILA ENERGIZER MAX ALKALINA MED.2 UDS,BLI,6573,6573,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,p,,,
200030219,8888021301410,PILA ENERGIZER RECARGABLE AA 2 UDS,UN,15377,13838,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
200030218,8888021301502,PILA ENERGIZER RECARGABLE AAA 2 UDS,UN,10074,9067,0.16,EVEREADY DE COLOMBIA S.A.,1.40%,0,,,
