200029711,7509552900996,DERMO EXPERTISE AGE PERF.JALEA NOC.50 ML,UN,28434,28434,0.16,LOREAL COLOMBIA S.A.,E37,0
200024842,7509552901528,CHA.ELVIVE ANTICAIDA 200 ML,UN,5514,5514,0.16,LOREAL COLOMBIA S.A.,E37,0
200026786,7509552902037,DERMO EXPERTISE HIDRA TOTAL 5 NOC.50 GR,UN,12496,12496,0.16,LOREAL COLOMBIA S.A.,E37,0
200026479,7509552902747,ACOND.ELVIVE REPARACION TOTAL 5 200 ML,FCO,5514,5514,0.16,LOREAL COLOMBIA S.A.,E37,0
200025671,7509552903294,AMPOLLA REPARADORA ELVIVE RT5 15 ML,UN,3777,3777,0.16,LOREAL COLOMBIA S.A.,E37,0
200025806,7509552903300,AMPOLLA REPARADORA ELVIVE RT5 15ML 3 UDS,CJ,10361,10361,0.16,LOREAL COLOMBIA S.A.,E37,0
200027146,7509552903348,TRATAM.COLOR VIVE 300 ML,UN,9217,9217,0.16,LOREAL COLOMBIA S.A.,E37,0
200027144,7509552903362,CREMA TRATAM.ELVIVE REP.TOTAL 5 300 GR,UN,9217,9217,0.16,LOREAL COLOMBIA S.A.,E37,0
200027147,7509552903386,CREMA TRATAM.ELVIVE ANTICAIDA 300 ML,UN,9217,9217,0.16,LOREAL COLOMBIA S.A.,E37,0
200026785,7509552903591,CREMA P.PEINAR ELVIVE ANTICAIDA 300 ML,UN,6052,6052,0.16,LOREAL COLOMBIA S.A.,E37,0
200027740,7509552905366,DERMO EXP.CRE.HIDRA TOTAL 5 MATIFI.50 ML,UN,12496,12496,0.16,LOREAL COLOMBIA S.A.,E37,0
200027803,7509552906202,CHA.ELVIVE KERA LISO 200 ML,FCO,5514,5514,0.16,LOREAL COLOMBIA S.A.,E37,0
200027802,7509552906219,CHA.ELVIVE KERA LISO 400 ML,FCO,9082,9082,0.16,LOREAL COLOMBIA S.A.,E37,0
200027801,7509552906226,ACOND.ELVIVE KERA LISO 200 ML,FCO,5514,5514,0.16,LOREAL COLOMBIA S.A.,E37,0
200027800,7509552906233,ACOND.ELVIVE KERA LISO 400 ML,FCO,9082,9082,0.16,LOREAL COLOMBIA S.A.,E37,0
200027841,7509552906240,CREMA TRATAM.ELVIVE KERA LISO 300 GR,UN,9217,9217,0.16,LOREAL COLOMBIA S.A.,E37,0
200027799,7509552906257,CREMA P.PEINAR ELVIVE KERA LISO 300 ML,FCO,6052,6052,0.16,LOREAL COLOMBIA S.A.,E37,0
200028776,7509552906950,CHA.ELVIVE REP.TOTAL 5 EXTREME 400 ML,FCO,9082,9082,0.16,LOREAL COLOMBIA S.A.,E37,0
200028775,7509552906967,CHA.ELVIVE REP.TOTAL 5 EXTREME 750 ML,FCO,13257,13257,0.16,LOREAL COLOMBIA S.A.,E37,0
200028777,7509552906974,ACOND.ELVIVE REP.TOTAL 5 EXTREME 400 ML,FCO,9082,9082,0.16,LOREAL COLOMBIA S.A.,E37,0
200028774,7509552906998,CRE.TRA.ELVIVE RE.TOTAL 5 EXTREME 300 ML,FCO,9217,9217,0.16,LOREAL COLOMBIA S.A.,E37,0
200028773,7509552907001,AMPOLLA REPARADORA ELVIVE RT5 EXTREME,UN,3898,3898,0.16,LOREAL COLOMBIA S.A.,E37,0
200028772,7509552907018,AMPOLLA REPARADORA ELVIVE RT5 EXT.3 UDS,DIS,10361,10361,0.16,LOREAL COLOMBIA S.A.,E37,0
200030041,7509552907964,DERMO EXP.HIDRA.TOTAL 5 ANT.MANCHAS 50ML,UN,12496,12496,0.16,LOREAL COLOMBIA S.A.,E37,0
200029710,7509552907971,DERMO EXPERTISE REVITALIFT FPS 30  50 ML,UN,24998,24998,0.16,LOREAL COLOMBIA S.A.,E37,0
200030040,7509552908336,DERMO EXP.LECHE DESMAQ.HID.ACLARA.200 ML,UN,13121,13121,0.16,LOREAL COLOMBIA S.A.,E37,0
200030043,7509552908459,CHA.ELVIVE OLEO EXTRA NUTRICION 400 ML,FCO,9082,9082,0.16,LOREAL COLOMBIA S.A.,E37,0
200030044,7509552908497,ACOND.ELVIVE OLEO EXTRA NUTRICION 400 ML,FCO,9082,9082,0.16,LOREAL COLOMBIA S.A.,E37,0
200030042,7509552908527,CHA.ELVIVE OLEO EXT.NUT.PROFUNDA 400 ML,FCO,9082,9082,0.16,LOREAL COLOMBIA S.A.,E37,0
200030045,7509552908558,ACOND.ELVIVE OLEO EX.NUT.PROFUNDA 400 ML,FCO,9082,9082,0.16,LOREAL COLOMBIA S.A.,E37,0
200030039,7509552908572,CREMA TRATAT.ELVIVE OLEO EXT.NUT. 300 ML,UN,9217,9217,0.16,LOREAL COLOMBIA S.A.,E37,0
200030038,7509552909166,AMPOLLA ELVIVE OLEO EXTRA 15 ML 3 UDS,CJ,10361,10361,0.16,LOREAL COLOMBIA S.A.,E37,0
200011950,7590002008867,CHA.HEAD-SHOULDERS ACC.HUMECTANTE 700 ML,FCO,17534,17534,0.16,PROCTER & GAMBLE COLOMBIA,F54,0
200001727,7590002012468,VICK VAPORUB 50 GR,OFE,10019,10019,0,PROCTER & GAMBLE COLOMBIA,F54,0
200002642,7591005000988,BAYGON LIQUIDO 230 ML,UN,4506,4326,0,S.C. JOHNSON COLOMBIANA,G26,3.99
200002643,7591005000995,BAYGON LIQUIDO 475 ML,UN,8182,7854,0,S.C. JOHNSON COLOMBIANA,G26,4.01
200018744,7591005001114,AMBIENT.GLADE AUTO SPORT NITRO,UN,11205,10757,0.16,S.C. JOHNSON COLOMBIANA,G26,4
200021206,7591005001718,AMBIENT.GLADE AUTO SPORT REP.NITRO,UN,9420,9042,0.16,S.C. JOHNSON COLOMBIANA,G26,4.01
200020648,7591005002234,PATO PASTILLA ADHESIVA LAVANDA 30 GR,UN,2737,2628,0.16,S.C. JOHNSON COLOMBIANA,G26,3.98
200020649,7591005002241,PATO PASTILLA ADHESIVA CITRICO 30 GR,UN,2737,2628,0.16,S.C. JOHNSON COLOMBIANA,G26,3.98
200026738,7591005003026,AMBIENT.GLADE SENSAT.REP.MANANA DEL C.,UN,6099,5855,0.16,S.C. JOHNSON COLOMBIANA,G26,4
200023055,7591005003408,RAID SPRAY MAX MATARRASTREROS 235 ML,UN,8590,8246,0,S.C. JOHNSON COLOMBIANA,G26,4
200026739,7591005005266,AMBIENT.GLADE SENSATION REP.MANZANA,UN,6099,5855,0.16,S.C. JOHNSON COLOMBIANA,G26,4
200023052,7591005005471,RAID SPRAY ZANCUDOS Y MOSCAS 360 ML,UN,12119,11634,0,S.C. JOHNSON COLOMBIANA,G26,4
200023051,7591005005488,RAID SPRAY ZANCUDOS Y MOSCAS 235 ML,UN,7577,7273,0,S.C. JOHNSON COLOMBIANA,G26,4.01
200023054,7591005005556,RAID SPRAY DOBLE ACCION 360 ML,UN,12999,12479,0,S.C. JOHNSON COLOMBIANA,G26,4
200023053,7591005005563,RAID SPRAY DOBLE ACCION 235 ML,UN,8400,8064,0,S.C. JOHNSON COLOMBIANA,G26,4
200021204,7591005545021,PATO BOLSA AZUL 48 GR,UN,3051,2810,0.16,S.C. JOHNSON COLOMBIANA,G26,7.9
200002648,7591005574007,RAID 45 NOCHES UNIDAD ELECTRICA,UN,10997,10557,0.16,S.C. JOHNSON COLOMBIANA,G26,4
200002647,7591005574014,RAID 45 NOCHES REPUESTO LIQUIDO,UN,12107,11623,0,S.C. JOHNSON COLOMBIANA,G26,4
200028155,7591005577695,AMBIENT.GLADE 2 ACEITE PARAISO AZUL,UN,13041,12519,0.16,S.C. JOHNSON COLOMBIANA,G26,4
200002654,7591005677791,RAID VAPORIZADOR ELECTRICO EST.,UN,9127,8762,0.16,S.C. JOHNSON COLOMBIANA,G26,4
200002657,7591005677807,RAID PASTILLAS EST.12 UDS,UN,6221,5972,0,S.C. JOHNSON COLOMBIANA,G26,4
200002659,7591005677814,RAID PASTILLAS EST.24 UDS,UN,10471,10052,0,S.C. JOHNSON COLOMBIANA,G26,4
200010113,7591005677821,RAID PASTILLAS LAMINADAS 72 UDS,DIS,21179,20332,0,S.C. JOHNSON COLOMBIANA,G26,4
200028805,7591005980877,REPELENTE AUTAN FAMILY CREMA 200 GR,TBO,8485,7871,0,S.C. JOHNSON COLOMBIANA,G26,7.24
200028804,7591005980884,REPELENTE AUTAN KIDS CREMA 90 GR,TBO,10141,9735,0,S.C. JOHNSON COLOMBIANA,G26,4
200028803,7591005980938,REPELENTE AUTAN SPRAY EXT.PROTEC.200 GR,UN,10348,9933,0,S.C. JOHNSON COLOMBIANA,G26,4.01
200027917,7591005980983,AMBIENT.GLADE VAINILLA+ UNI.ELECTRICA,UN,8496,8156,0.16,S.C. JOHNSON COLOMBIANA,G26,4
200027918,7591005981027,AMBIENT.GLADE MANZANA+ UNI.ELECTRICA,UN,8496,8156,0.16,S.C. JOHNSON COLOMBIANA,G26,4
200029382,7591005981096,MR MUSCULO GLADE LAVANDA 250 ML DOYPACK,UN,759,728,0.16,S.C. JOHNSON COLOMBIANA,G26,4.08
200029383,7591005981102,MR MUSCULO COCINA NARANJA 250 ML DOYPACK,UN,1282,1231,0.16,S.C. JOHNSON COLOMBIANA,G26,3.98
200029381,7591005981126,MR MUSCULO GLADE FLORAL 250 ML DOYPACK,UN,759,728,0.16,S.C. JOHNSON COLOMBIANA,G26,4.08
200029380,7591005981140,MR MUSCULO GLADE PARAISO 250 ML DOYPACK,UN,759,728,0.16,S.C. JOHNSON COLOMBIANA,G26,4.08
200020197,7591016012512,NESTEA TE HELADO LIMON 450 GR,PAQ,4242,4115,0.16,NESTLE DE COLOMBIA S.A.,E91,2.99
100000320,7591044006163,AMARYL 2 MG 15 COMPRIMIDOS (M),CJ,52734,52734,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000321,7591044006170,AMARYL 4 MG 15 COMPRIMIDOS (M),CJ,90454,90454,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000376,7591044007191,NOVALGINA 5 ML 5 AMPOLLAS,UN,27747,23282,0,INNOFAR,H92,16.09
100008132,7591044008716,URBADAN 10 MG 20 TABLETAS (C),CJ,42803,42803,0,WINTHROP PHARMACEUTICALS,E23,0
100008133,7591044008723,URBADAN 20 MG 20 TABLETAS (C),CJ,83938,83938,0,WINTHROP PHARMACEUTICALS,E23,0
100000317,7591044008952,ALLEGRA 120 MG 10 COMPRIMIDOS (M),CJ,64001,64001,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000318,7591044009010,ALLEGRA 180 MG 10 TABLETAS (M),CJ,87608,87608,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000378,7591044009225,NOVALGINA GOTAS 10 ML,FCO,14866,14866,0,INNOFAR,H92,0
100000375,7591044009447,NOVALGINA 2 ML 10 AMPOLLAS,CJ,24428,24428,0,INNOFAR,H92,0
100007729,7591044009775,LASIX 20 MG 5 AMPOLLAS,CJ,20320,20320,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000400,7591044207560,RIFOCINA SPRAY 20 ML,FCO,30305,30305,0,WINTHROP PHARMACEUTICALS,E23,0
100013258,7591044218122,PLASIL 10 MG 30 TABLETAS,CJ,28611,28611,0,INNOFAR,H92,0
100000367,7591044401036,NASACORT AQ INHALAD NASAL 120 DOSIS  (A),CJ,37847,37847,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000394,7591044401166,PROFENID GEL 30 GR,UN,34423,34423,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000392,7591044401180,PROFENID 100 MG 6 AMPOLLAS (T),UN,50592,50592,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000406,7591044401241,SECNIDAL 500 MG SUSPENSION,FCO,27641,27641,0,WINTHROP PHARMACEUTICALS,E23,0
100007735,7591044401319,SINOGAN 25 MG 20 COMPRIMIDOS,CJ,24570,24570,0,WINTHROP PHARMACEUTICALS,E23,0
100000412,7591044401333,SINOGAN 4% GOTAS 20 ML (T),FCO,36647,36647,0,WINTHROP PHARMACEUTICALS,E23,0
100000355,7591044402132,IMOVANE 7.5 MG 20 COMPRIMIDOS (M),CJ,113455,113455,0,INNOFAR,H92,0
100000391,7591044402156,PROFENID 100 MG 30 TABLETAS C/E (A),CJ,79750,79750,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000353,7591044402255,FLAGYL OVULOS 10 UDS,CJ,20667,20667,0,WINTHROP PHARMACEUTICALS,E23,0
100000405,7591044402293,SECNIDAL 1 GR 2 COMPRIMIDOS (M),CJ,47092,47092,0,WINTHROP PHARMACEUTICALS,E23,0
100000408,7591044402323,SECNIDAL 500 MG 4 TABLETAS (M),CJ,37851,37851,0,WINTHROP PHARMACEUTICALS,E23,0
100000348,7591044403153,FLAGYL 250 MG JARABE 120 ML,FCO,28552,28552,0,WINTHROP PHARMACEUTICALS,E23,0
100000347,7591044403160,FISOPRED 1 GR ORAL 100 ML (T),FCO,62639,62639,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000352,7591044403177,FLAGYL NISTATINA 500 MG 10 OVULOS,UN,28668,28668,0,WINTHROP PHARMACEUTICALS,E23,0
100010140,7591044403764,THERALITE 300 MG 50 COMPRIMIDOS,CJ,20232,20232,0,WINTHROP PHARMACEUTICALS,E23,0
100013259,7591044407335,NOVALGINA 500 MG 80 TABLETAS,CJ,65061,65061,0,INNOFAR,H92,0
100007734,7591044411325,SINOGAN 100 MG 100 COMPRIMIDOS (A),CJ,265083,262755,0,WINTHROP PHARMACEUTICALS,E23,0.88
200025727,7591044910293,JABON INTIMO LACTACYD FEMINA 120 ML,FCO,9185,8832,0.16,SANOFI AVENTIS DE COLOMBI,A42,3.84
100015675,7591044912419,ACTONEL 150 MG 1 COMPRIMIDO (M),CJ,207669,182771,0,SANOFI AVENTIS DE COLOMBI,A42,11.99
200011850,7591066320193,MAQ.SCHICK U.BARBA PIEL SENSIBLE 24 UDS,DIS,15775,15764,0.16,EVEREADY DE COLOMBIA S.A.,C16,0.07
200013238,7591083011081,CEP.COLGATE SMILES 0-2 ANOS,UN,7185,7185,0.16,COLGATE PALMOLIVE CIA.,B09,0
200013239,7591083011098,CEP.COLGATE SMILES 2-5 ANOS,UN,7185,7185,0.16,COLGATE PALMOLIVE CIA.,B09,0
200028477,7591083017793,CEP.COLGATE SLIM SOFT BASE 2X1,OFE,9894,9422,0.16,COLGATE PALMOLIVE CIA.,B09,4.77
200028478,7591083017830,CEP.COLGATE SLIM SOFT PUNTA LIMPIA.2X1,OFE,9894,9422,0.16,COLGATE PALMOLIVE CIA.,B09,4.77
200003535,7591107310053,CRESOPINOL LIQUIDO 500 ML,UN,2017,2017,0.16,UNILEVER ANDINA COLOMBIA,G94,0
100000513,7591165810137,CIPRO 750 MG 6 TABLETAS (A) (M),CJ,138780,138780,0,BAYER S.A.,A50,0
100009472,7591165810298,CIPRO XR 1000 MG 3 TABLETAS (M),CJ,99231,99231,0,BAYER S.A.,A50,0
100009473,7591165810311,CIPRO XR 1000 MG 7 TABLETAS (A) (M),CJ,189864,213907,0,BAYER S.A.,A50,12.66
100020137,7591165810489,CIPRO 500 MG 8 TABLETAS,CJ,112458,112458,0,BAYER S.A.,A50,0
100000483,7591165820013,BAYCUTEN N CREMA 35 GR,TBO,26045,26045,0,BAYER S.A.,A50,0
100000482,7591165820020,BAYCUTEN N CREMA 20 GR,TBO,15559,14374,0,BAYER S.A.,A50,7.62
100008989,7591165820365,GYNOCANESTEN 500 MG 1 COMP.VAGINAL,UN,24734,18847,0,BAYER S.A.,A50,23.8
100000531,7591165840011,NIMOTOP 30 MG 20 TABLETAS (M) (PB),UN,90846,90846,0,BAYER S.A.,A50,0
100000522,7591165850010,GLUCOBAY 50 MG 30 COMPRIMIDOS (PB),CJ,41674,40203,0,BAYER S.A.,A50,3.53
100000460,7591165860095,ADALAT OROS 60 MG 8 TABLETAS (A),CJ,85189,85189,0,BAYER S.A.,A50,0
100000456,7591165860545,ADALAT OROS 20 MG 16 TABLETAS(A) (PB)(M),CJ,81314,81314,0,BAYER S.A.,A50,0
100020846,7591165860552,ADALAT OROS 20 MG 32 TABLETAS,CJ,130104,130104,0,BAYER S.A.,A50,0
100000459,7591165860576,ADALAT OROS 60 MG 16 TBS (A)(PB) (M),CJ,164716,164716,0,BAYER S.A.,A50,0
100020848,7591165860583,ADALAT OROS 60 MG 32 TABLETAS,CJ,263546,263546,0,BAYER S.A.,A50,0
100000516,7591165880055,CORT DOME CREMA FORTE 30 GR,TBO,18815,18815,0,BAYER S.A.,A50,0
100004564,7591257001078,CARDURAN 4 MG 14 TABLETAS (M),CJ,79837,79837,0,PFIZER S.A.S,F38,0
100004616,7591257001184,TERRAMICINA 250 MG 96 CAPSULAS,CJ,35314,34385,0,PFIZER S.A.S,F38,2.63
100008291,7591257001221,UNASYN 250 MG JARABE 120 ML  (A) (M),UN,107186,107186,0,PFIZER S.A.S,F38,0
100004563,7591257001429,CARDURAN 2 MG 14 TABLETAS (M),CJ,56219,56219,0,PFIZER S.A.S,F38,0
100004706,7591257002273,DEPO MEDROL 40 MG 1 ML AMP.(P)4412,AMP,4487,4412,0,PFIZER S.A.S,F38,1.67
100011994,7591257004437,DEBRIDAT 200 MG 10 TABLETAS,CJ,34857,34857,0,PFIZER S.A.S,F38,0
100006194,7591592208118,MINULET 21 GRAGEAS (M) (PB),CJ,54103,54103,0,PFIZER S.A.S,F38,0
100006188,7591592228413,HARMONET 21 GRAGEAS (M) (PB),CJ,60037,60037,0,PFIZER S.A.S,F38,0
100006204,7591592866103,PREMARIN 0.3 MG 28 GRAGEAS (M) (PB),CJ,44911,44911,0,PFIZER S.A.S,F38,0
200029633,75917265,DTE.OLD SPICE FRESH ROLLON 50 ML,UN,6213,5861,0.16,PROCTER & GAMBLE COLOMBIA,F54,5.67
100010651,7592229002253,DUOPRES 5 MG/20 MG 24 TABLETAS (A),CJ,164861,130427,0,FARMA DE COLOMBIA S.A.,C77,20.89
100001473,7592229002680,KEFLEX 250 MG JARABE 100 ML (T) (M),FCO,55300,55300,0,FARMA DE COLOMBIA S.A.,C77,0
100013590,7592229003144,ARANDA 50 MG 30 CAPSULAS  (A) (M),UN,156817,156817,0,FARMA DE COLOMBIA S.A.,C77,0
100013591,7592229003151,ARANDA 100 MG 30 CAPSULAS (M),UN,191665,191665,0,FARMA DE COLOMBIA S.A.,C77,0
100000111,7594002252213,PANZYTRAT 25000 UL 20 CAPSULAS,CJ,58335,58335,0,LAB. BIOPAS S.A.,I10,0
100014250,7594002620418,PROCORALAN 7.5 MG 28 COMPRIMIDOS(A),CJ,107803,107803,0,LAB. BIOPAS S.A.,I10,0
100014251,7594002620425,PROCORALAN 5 MG 28 COMPRIMIDOS(A)(E3),CJ,98003,98003,0,LAB. BIOPAS S.A.,I10,0
100001519,7594002620487,DAFLON 500 MG 30 COMPRIMIDOS (M),UN,109203,109203,0,LAB. BIOPAS S.A.,I10,0
100001517,7594002620623,COVERSYL 4 MG 20 COMPRIMIDOS(A),CJ,92169,92169,0,LAB. BIOPAS S.A.,I10,0
100009837,7594002620661,NATRILIX SR 20 COMPRIMIDOS (M),UN,67669,67669,0,LAB. BIOPAS S.A.,I10,0
100012504,7594002620685,PROTOS 2 GR 28 SOBRES (E1345)(A),CJ,247224,247224,0,LAB. BIOPAS S.A.,I10,0
100009890,7594002620708,VASTAREL MR 20 COMPRIMIDOS (M),CJ,71169,71169,0,LAB. BIOPAS S.A.,I10,0
100021291,7594002621224,PENTASA 1 GR 50 SOBRES,CJ,320843,320843,0,LAB. BIOPAS S.A.,I10,0
100021292,7594002621293,PENTASA 500 MG 50 TABLETAS,CJ,198339,178505,0,LAB. BIOPAS S.A.,I10,10
100020458,7594002621804,ARCALION 200 MG 60 COMPRIMIDOS,CJ,151671,151671,0,LAB. BIOPAS S.A.,I10,0
100019568,7594002621965,FLORATIL 250 MG 10 CAPSULAS (M),CJ,46866,46866,0,LAB. BIOPAS S.A.,I10,0
100019567,7594002621972,FLORATIL 250 MG 20 CAPSULAS (A) (M),CJ,83423,83423,0,LAB. BIOPAS S.A.,I10,0
100019566,7594002621989,FLORATIL 250 MG 10 SBS (M),CJ,46866,46866,0,LAB. BIOPAS S.A.,I10,0
100019565,7594002621996,FLORATIL 250 MG 20 SBS (A) (M),CJ,83423,83423,0,LAB. BIOPAS S.A.,I10,0
100020460,7594002622016,ANDROGEL 1% 50 MG GEL 50 SBS,CJ,261924,261924,0,LAB. BIOPAS S.A.,I10,0
100020459,7594002622023,UTROGESTAN 200 MG 60 CAPSULAS,CJ,308009,308009,0,LAB. BIOPAS S.A.,I10,0
100006039,7610211220109,HERMESETAS MINI SWEETENERS X 300 COMP.,CJ,6739,6543,0.05,NTI NEW TRADE INTERNATION,J07,2.91
100012664,7610211220307,HERMESETAS MINI SWEETENERS X 1200 COMP.,CJ,17910,17057,0.05,NTI NEW TRADE INTERNATION,J07,4.76
100000985,7610939000939,PHARMATON 30 CAPSULAS (T),FCO,54219,54219,0,BOEHRINGER INGELHEIM,A69,0
200025381,7611841346207,TEBODONT GEL BUCAL 18 ML,UN,39482,35534,0.16,AULEN PHARMA S.A.,I22,10
100020900,7612076457232,CETAPHIL DAYLONG FPS 50+ GEL 50 ML,UN,43326,43326,0.16,GALDERMA DE COLOMBIA S.A.,C49,0
100020814,7612076457256,CETAPHIL DAYLONG FPS 50+ GEL 100 ML,UN,59119,59119,0.16,GALDERMA DE COLOMBIA S.A.,C49,0
100020813,7612076457430,CETAPHIL DAYLONG KIDS FPS 50+ LOC.150 ML,UN,59119,59119,0.16,GALDERMA DE COLOMBIA S.A.,C49,0
100020901,7612076457638,CETAPHIL DAYLONG FACE FPS 30 GEL 30 ML,UN,35430,35430,0.16,GALDERMA DE COLOMBIA S.A.,C49,0
200030602,7612076492011,NUTRAPLUS UNGUENTO 30 GR,CJ,17040,15336,0.16,GALDERMA DE COLOMBIA S.A.,C49,10
200030603,7612076492233,NUTRAPLUS UREA 4% LOCION 200 ML,CJ,32521,29269,0.16,GALDERMA DE COLOMBIA S.A.,C49,10
200030600,7612076492332,NUTRAPLUS UREA 10% LOCION 200 ML,CJ,37716,33944,0.16,GALDERMA DE COLOMBIA S.A.,C49,10
100009932,7612797029909,DIOVAN 320 MG 14 TABLETAS  (A)(M),CJ,102563,102563,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100015904,7612797100561,STALEVO 200/50/200 MG 30 TABLETAS(A),CJ,106663,106663,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100020372,7612797272183,SEEBRI BREEZHALER 50 MG 30 CAPSULAS,CJ,99466,99466,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004507,7612797277652,VOLTAREN 100 MG 5 SUPOSITORIOS,CJ,23200,23200,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100020635,7612797293706,EXFORGE HCT 10 MG/320 MG 28 TBS,CJ,188255,188255,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100021134,7612797301951,ULTIBRO BREEZHALER 50 MG 30 CAPSULAS,CJ,154736,154736,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100020634,7612797303009,EXFORGE 5 MG/320 MG 28 TBS,CJ,188255,188255,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100008147,7612797309216,LEPONEX 100 MG 20 COMPRIMIDOS (C),CJ,153346,153346,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100010056,7613030045380,NUTREN JUNIOR 400 GR (M),TAR,39033,39033,0,BAXTER S.A.,A49,0
100009807,7613030045786,NUTREN DIABETES POL.VAINILLA 400 GR(M),TAR,47081,47081,0,BAXTER S.A.,A49,0
200027593,7613030983545,CEREAL MILO 250 GR,CJ,6041,5859,0.16,NESTLE DE COLOMBIA S.A.,E91,3.01
200027595,7613031027071,CEREAL FITNES 620 GR,CJ,11882,11526,0.16,NESTLE DE COLOMBIA S.A.,E91,3
200027597,7613031033058,CEREAL FITNES 260 GR,CJ,5566,5399,0.16,NESTLE DE COLOMBIA S.A.,E91,3
200027598,7613031546046,CEREAL FITNES Y FRUTAS 700 GR,CJ,14197,13771,0.16,NESTLE DE COLOMBIA S.A.,E91,3
200000853,7613032215422,LECHE NAN SIN LACTOSA 400 GR,UN,44249,42921,0,NESTLE DE COLOMBIA S.A.,E91,3
200024431,7613032457525,LECHE ALTHERA 450 GR,TAR,51995,50435,0,NESTLE DE COLOMBIA S.A.,E91,3
200024427,7613032493080,LECHE ALFARE 400 GR,TAR,51643,50094,0,NESTLE DE COLOMBIA S.A.,E91,3
200013393,7613033033889,LECHE NAN HA 1 400 GR (M),UN,45422,44060,0,NESTLE DE COLOMBIA S.A.,E91,3
200028186,7613033038808,LECHE NAN PREMATUROS B2 400 GR,TAR,43662,42352,0,NESTLE DE COLOMBIA S.A.,E91,3
200013702,7613033038921,LECHE NAN HA 2 400 GR (M),UN,42371,32447,0,NESTLE DE COLOMBIA S.A.,E91,23.42
200018908,7613033200762,LECHE NAN AR LATA 400 GR,UN,41784,40530,0,NESTLE DE COLOMBIA S.A.,E91,3
200028188,7613033734441,LECHE NAN COMFORT LR 400 GR,TAR,42840,41555,0,NESTLE DE COLOMBIA S.A.,E91,3
200028229,7613033837418,NESTLE NESTUM 270 GR YOGURT FRESA,TAR,7455,7231,0.16,NESTLE DE COLOMBIA S.A.,E91,3
200026589,7613033972720,NESTLE NESTUM BL 350 GR 5 CEREALES,CJ,7298,7079,0.16,NESTLE DE COLOMBIA S.A.,E91,3
200024744,7613033975714,NESTLE NESTUM BL 200 GR TRIGO Y FRUTAS,CJ,4568,4431,0.16,NESTLE DE COLOMBIA S.A.,E91,3
200023134,7613033975844,NESTLE NESTUM BL 360 GR CERELAC,CJ,7298,7079,0.16,NESTLE DE COLOMBIA S.A.,E91,3
200023130,7613033975998,NESTLE NESTUM BL 200 GR ARROZ,CJ,4568,4431,0.16,NESTLE DE COLOMBIA S.A.,E91,3
200023133,7613033977640,NESTLE NESTUM BL 200 GR BATIDO VAINILLA,CJ,4757,4614,0.16,NESTLE DE COLOMBIA S.A.,E91,3.01
200023132,7613033985584,NESTLE NESTUM BL 200 GR 5 CEREALES,CJ,4568,4431,0.16,NESTLE DE COLOMBIA S.A.,E91,3
200023131,7613033986628,NESTLE NESTUM BL 200 GR TRIGO MIEL,CJ,4568,4431,0.16,NESTLE DE COLOMBIA S.A.,E91,3
200026588,7613034027610,NESTLE NESTUM BL 350 GR TRIGO MIEL,CJ,7298,7079,0.16,NESTLE DE COLOMBIA S.A.,E91,3
100017564,7613034192783,NUTREN 1.0 POLVO VAINILLA 400 GR,TAR,34800,34800,0.16,BAXTER S.A.,A49,0
200030053,7613034751829,LECHE NAN COMFORT LR 800 GR,TAR,79636,77247,0,NESTLE DE COLOMBIA S.A.,E91,3
100020026,7640107470196,DICYNONE 500 MG 10 CAPSULAS,CJ,40567,40567,0,QUIDECA S.A.,I64,0
100011211,7640114121005,VENOFER 100 MG AMPOLLA I.V. (E234),CJ,142587,142587,0,FARMA DE COLOMBIA S.A.,C77,0
100005126,7640149613728,XENICAL 120 MG 84 CAP. BLISTER (M),CJ,288128,288128,0,QUIDECA S.A.,I64,0
100005103,7640149614442,ROACCUTAN 20 MG 30 CAPSULAS,CJ,169744,169744,0,QUIDECA S.A.,I64,0
100005101,7640149614459,ROACCUTAN 10 MG 30 CAPSULAS (A) (M),CJ,103570,103570,0,QUIDECA S.A.,I64,0
100014766,7640149614510,BONVIVA JERI. PRELL.1AMP.(E12356)(M)(PB),CJ,517775,464769,0,QUIDECA S.A.,I64,10.24
100005125,7640149614954,XENICAL 120 MG 42 CAPSULAS (M),CJ,155549,155549,0,QUIDECA S.A.,I64,0
100005124,7640149614961,XENICAL 120 MG 21 CAPSULAS (A)(M),CJ,86041,86041,0,QUIDECA S.A.,I64,0
